event,event_date,location,bout,fighter1,fighter2,fighter1_key,fighter2_key,weightclass,method,scheduled_time_format,outcome,f1_height_cm,f1_weight_in_kg,f1_reach_in_cm,f1_age,f1_stance,f1_fights_before,f1_wins_before,f1_losses_before,f1_draws_before,f1_no_contests_before,f1_win_rate_before,f1_ko_tko_win_rate_before,f1_submission_win_rate_before,f1_decision_win_rate_before,f1_ko_tko_loss_rate_before,f1_submission_loss_rate_before,f1_decision_loss_rate_before,f1_slpm_before,f1_striking_accuracy_before,f1_sapm_before,f1_striking_defense_before,f1_td_avg_before,f1_td_accuracy_before,f1_td_defense_before,f1_sub_avg_before,f1_kd_avg_before,f1_kd_absorbed_avg_before,f1_ctrl_avg_before,f1_current_win_streak_before,f1_current_loss_streak_before,f1_recent_3_win_rate_before,f1_recent_5_win_rate_before,f1_days_since_last_fight,f2_height_cm,f2_weight_in_kg,f2_reach_in_cm,f2_age,f2_stance,f2_fights_before,f2_wins_before,f2_losses_before,f2_draws_before,f2_no_contests_before,f2_win_rate_before,f2_ko_tko_win_rate_before,f2_submission_win_rate_before,f2_decision_win_rate_before,f2_ko_tko_loss_rate_before,f2_submission_loss_rate_before,f2_decision_loss_rate_before,f2_slpm_before,f2_striking_accuracy_before,f2_sapm_before,f2_striking_defense_before,f2_td_avg_before,f2_td_accuracy_before,f2_td_defense_before,f2_sub_avg_before,f2_kd_avg_before,f2_kd_absorbed_avg_before,f2_ctrl_avg_before,f2_current_win_streak_before,f2_current_loss_streak_before,f2_recent_3_win_rate_before,f2_recent_5_win_rate_before,f2_days_since_last_fight,diff_height_cm,diff_weight_in_kg,diff_reach_in_cm,diff_age,diff_fights_before,diff_wins_before,diff_losses_before,diff_draws_before,diff_no_contests_before,diff_win_rate_before,diff_ko_tko_win_rate_before,diff_submission_win_rate_before,diff_decision_win_rate_before,diff_ko_tko_loss_rate_before,diff_submission_loss_rate_before,diff_decision_loss_rate_before,diff_slpm_before,diff_striking_accuracy_before,diff_sapm_before,diff_striking_defense_before,diff_td_avg_before,diff_td_accuracy_before,diff_td_defense_before,diff_sub_avg_before,diff_kd_avg_before,diff_kd_absorbed_avg_before,diff_ctrl_avg_before,diff_current_win_streak_before,diff_current_loss_streak_before,diff_recent_3_win_rate_before,diff_recent_5_win_rate_before,diff_days_since_last_fight
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Angela Magana vs. Michelle Waterson-Gomez,angela magana,michelle waterson-gomez,angela magana,michelle waterson-gomez,Women's Strawweight Bout,Submission ,3 Rnd (5-5-5),0,154.94,52.16,165.1,31.942505133470227,Orthodox,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.466666666666667,25.517241379310345,6.4,51.02040816326531,0.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0,1,0.0,0.0,212.0,160.02,52.16,157.48,29.51129363449692,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,-5.0800000000000125,0.0,7.6200000000000045,2.4312114989733082,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.466666666666667,25.517241379310345,6.4,-48.97959183673469,0.0,0.0,-100.0,0.0,0.0,1.0,0.06666666666666667,0,1,0.0,0.0,
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Jorge Masvidal vs. Cezar Ferreira,jorge masvidal,cezar ferreira,jorge masvidal,cezar ferreira,Welterweight Bout,KO/TKO ,3 Rnd (5-5-5),1,180.34,77.11,187.96,30.661190965092402,Orthodox,7,5,2,0,0,0.7142857142857143,0.0,0.0,0.8,0.0,0.0,1.0,3.8406401066844476,49.42084942084942,2.630438406401067,65.71056062581486,1.8003000500083348,63.1578947368421,82.97872340425532,0.6001000166694449,0.15002500416736123,0.4500750125020837,3.9281546924487416,0,1,0.6666666666666666,0.6,99.0,185.42,83.91,198.12,30.401095140314855,Southpaw,6,4,2,0,0,0.6666666666666666,0.0,0.0,0.75,1.0,0.0,0.0,1.92,35.82089552238806,1.82,56.45933014354067,1.5,62.5,100.0,0.3,0.6,0.8999999999999999,4.455,0,1,0.3333333333333333,0.6,140.0,-5.079999999999984,-6.799999999999997,-10.159999999999997,0.26009582477754734,1,1,0,0,0,0.04761904761904767,0.0,0.0,0.050000000000000044,-1.0,0.0,1.0,1.9206401066844476,13.599953898461365,0.8104384064010668,9.251230482274195,0.3003000500083348,0.6578947368421026,-17.02127659574468,0.3001000166694449,-0.4499749958326388,-0.4499249874979162,-0.5268453075512585,0,0,0.3333333333333333,0.0,-41.0
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Michael Graves vs. Vicente Luque,michael graves,vicente luque,michael graves,vicente luque,Welterweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),1,177.8,77.11,180.34,24.50650239561944,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,180.34,83.91,190.5,23.62217659137577,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,-2.539999999999992,-6.799999999999997,-10.159999999999997,0.8843258042436695,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Kamaru Usman vs. Hayder Hassan,kamaru usman,hayder hassan,kamaru usman,hayder hassan,Ultimate Fighter 21 Welterweight Tournament Title Bout,Submission ,3 Rnd + OT (5-5-5-5),1,182.88,77.11,193.04,28.16974674880219,Switch,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,177.8,77.11,,32.72553045859001,Unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,5.079999999999984,0.0,,-4.555783709787818,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",Jake Ellenberger vs. Stephen Thompson,jake ellenberger,stephen thompson,jake ellenberger,stephen thompson,Welterweight Bout,KO/TKO ,5 Rnd (5-5-5-5-5),0,175.26,77.11,180.34,30.288843258042437,Orthodox,14,9,5,0,0,0.6428571428571429,0.4444444444444444,0.0,0.3333333333333333,0.4,0.0,0.4,2.372966207759699,38.63080684596577,2.2377972465581975,65.30849825378347,2.478097622027534,57.89473684210527,87.5,0.4505632040050062,0.9011264080100124,0.2252816020025031,3.5538172715894865,1,0,0.3333333333333333,0.4,134.0,182.88,77.11,190.5,32.41341546885695,Orthodox,6,5,1,0,0,0.8333333333333334,0.6,0.0,0.4,0.0,0.0,1.0,4.698287959584619,50.0,3.1827111984282905,58.1858407079646,1.0103845074375526,66.66666666666666,77.27272727272728,0.0,1.2629806342969407,0.0,2.6269997193376367,4,0,1.0,0.8,288.0,-7.6200000000000045,0.0,-10.159999999999997,-2.1245722108145095,8,4,4,0,0,-0.19047619047619047,-0.15555555555555556,0.0,-0.06666666666666671,0.4,0.0,-0.6,-2.3253217518249203,-11.369193154034228,-0.9449139518700931,7.122657545818868,1.4677131145899813,-8.77192982456139,10.22727272727272,0.4505632040050062,-0.3618542262869283,0.2252816020025031,0.9268175522518498,-3,0,-0.6666666666666667,-0.4,-154.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Andrew Craig vs. Lyman Good,andrew craig,lyman good,andrew craig,lyman good,Welterweight Bout,KO/TKO ,3 Rnd (5-5-5),0,185.42,77.11,193.04,29.49486652977413,Orthodox,6,3,3,0,0,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,2.4005190311418687,44.57831325301205,2.6340830449826993,51.20192307692308,0.5839100346020761,37.5,72.22222222222223,0.0,0.3892733564013841,0.7785467128027682,2.274005190311419,0,2,0.3333333333333333,0.4,382.0,182.88,77.11,187.96,30.135523613963038,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,2.539999999999992,0.0,5.079999999999984,-0.6406570841889092,6,3,3,0,0,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,2.4005190311418687,44.57831325301205,2.6340830449826993,-48.79807692307692,0.5839100346020761,37.5,-27.77777777777777,0.0,0.3892733564013841,0.7785467128027682,2.274005190311419,0,2,0.3333333333333333,0.4,
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Kevin Casey vs. Ildemar Alcantara,kevin casey,ildemar alcantara,kevin casey,ildemar alcantara,Middleweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),1,180.34,83.91,195.58,34.0807665982204,Southpaw,2,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.4939759036144573,72.5,4.578313253012047,42.42424242424242,0.0,0.0,100.0,3.614457831325301,1.8072289156626504,1.8072289156626504,7.289156626506023,0,1,0.0,0.0,375.0,187.96,83.91,198.12,32.65434633812457,Orthodox,6,4,2,0,0,0.6666666666666666,0.0,0.0,0.75,0.0,0.0,1.0,2.0326678765880217,40.0,2.613430127041742,49.88399071925754,2.3593466424682394,68.42105263157895,83.33333333333334,1.0889292196007259,0.0,0.0,2.9189352692075015,1,0,0.6666666666666666,0.6,165.0,-7.6200000000000045,0.0,-2.539999999999992,1.4264202600958313,-4,-4,-1,0,1,-0.6666666666666666,0.0,0.0,-0.75,1.0,0.0,-1.0,1.4613080270264356,32.5,1.9648831259703052,-7.4597482950151175,-2.3593466424682394,-68.42105263157895,16.666666666666657,2.525528611724575,1.8072289156626504,1.8072289156626504,4.370221357298522,-1,1,-0.6666666666666666,-0.6,210.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Igor Araujo vs. Sean Strickland,igor araujo,sean strickland,igor araujo,sean strickland,Welterweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,185.42,77.11,195.58,34.60369609856263,Orthodox,3,2,1,0,0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,1.092847623278543,37.96296296296296,2.1057307863171926,39.23076923076923,1.1994669035984007,18.75,33.33333333333334,0.7996446023989339,0.0,0.0,6.443802754331409,0,1,0.6666666666666666,0.6666666666666666,305.0,185.42,83.91,193.04,24.37782340862423,Orthodox,3,2,1,0,0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,1.0,3.2416787264833578,30.853994490358126,2.836468885672938,72.70194986072423,1.7366136034732274,44.44444444444444,60.0,0.43415340086830684,0.0,0.0,2.011577424023155,0,1,0.6666666666666666,0.6666666666666666,143.0,0.0,-6.799999999999997,2.5400000000000205,10.225872689938399,0,0,0,0,0,0.0,0.0,0.0,0.5,1.0,0.0,-1.0,-2.148831103204815,7.108968472604836,-0.7307380993557455,-33.47118062995499,-0.5371466998748267,-25.694444444444443,-26.666666666666657,0.36549120153062703,0.0,0.0,4.4322253303082535,0,0,0.0,0.0,162.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Rani Yahya vs. Masanori Kanehara,rani yahya,masanori kanehara,rani yahya,masanori kanehara,Bantamweight Bout,Decision - Split ,3 Rnd (5-5-5),1,167.64,61.23,170.18,30.836413415468858,Orthodox,8,5,2,0,1,0.7142857142857143,0.0,0.0,0.6,0.0,0.0,1.0,1.3493602171384258,39.726027397260275,1.1050794881737107,50.77720207253886,2.791779759596743,34.04255319148936,15.384615384615387,1.9193485847227607,0.0,0.0,5.647537805350911,1,0,0.6666666666666666,0.8,305.0,170.18,61.23,170.18,32.65160848733744,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1333333333333333,46.3768115942029,1.6,69.23076923076923,2.0,50.0,100.0,2.0,0.0,0.0,7.516666666666666,1,0,1.0,1.0,298.0,-2.5400000000000205,0.0,0.0,-1.8151950718685832,7,4,2,0,1,-0.2857142857142857,0.0,0.0,-0.4,0.0,0.0,1.0,-0.7839731161949075,-6.650784196942624,-0.4949205118262894,-18.453567158230364,0.7917797595967428,-15.957446808510639,-84.61538461538461,-0.08065141527723929,0.0,0.0,-1.8691288613157546,0,0,-0.33333333333333337,-0.19999999999999996,7.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Jessica Andrade vs. Sarah Moras,jessica andrade,sarah moras,jessica andrade,sarah moras,Women's Bantamweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),1,154.94,52.16,157.48,23.802874743326488,Orthodox,5,3,2,0,0,0.6,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,6.762114537444934,55.2158273381295,5.110132158590308,55.725190839694655,1.9823788546255507,50.0,60.0,0.9911894273127754,0.3303964757709251,0.0,4.564977973568282,0,1,0.6666666666666666,0.6,143.0,170.18,61.23,170.18,27.20602327173169,Orthodox,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.11764705882353,0.8,57.142857142857146,1.0,50.0,0.0,0.0,0.0,0.0,2.6,1,0,1.0,1.0,374.0,-15.240000000000009,-9.07,-12.700000000000017,-3.403148528405204,4,2,2,0,0,-0.4,0.0,0.0,-0.33333333333333337,0.5,0.0,0.0,5.762114537444934,11.098180279305971,4.310132158590308,-1.4176663031624912,0.9823788546255507,0.0,60.0,0.9911894273127754,0.3303964757709251,0.0,1.9649779735682817,-1,1,-0.33333333333333337,-0.4,-231.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Sam Sicilia vs. Yaotzin Meza,sam sicilia,yaotzin meza,sam sicilia,yaotzin meza,Featherweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),1,172.72,65.77,170.18,29.44832306639288,Orthodox,8,4,4,0,0,0.5,0.75,0.0,0.25,0.25,0.0,0.25,3.129906305393771,37.86764705882353,3.616105343124842,58.68055555555556,1.8232463914915171,42.10526315789473,60.0,0.4558115978728793,0.22790579893643964,0.22790579893643964,3.5515320334261844,1,0,0.6666666666666666,0.6,172.0,175.26,65.77,180.34,34.4394250513347,Orthodox,5,2,2,0,1,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.4250913520097441,39.795918367346935,1.7174177831912303,61.47540983606557,1.3702801461632155,38.46153846153847,40.0,1.9183922046285016,0.0,0.2740560292326431,5.636419001218027,1,0,0.6666666666666666,0.5,95.0,-2.539999999999992,0.0,-10.159999999999997,-4.991101984941821,3,2,2,0,-1,0.0,0.75,0.0,-0.25,-0.25,0.0,-0.25,1.7048149533840267,-1.9282713085234064,1.8986875599336117,-2.794854280510016,0.45296624532830165,3.6437246963562657,20.0,-1.4625806067556222,0.22790579893643964,-0.046150230296203465,-2.0848869677918422,0,0,0.0,0.09999999999999998,77.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Alan Jouban vs. Matt Dwyer,alan jouban,matt dwyer,alan jouban,matt dwyer,Welterweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),1,182.88,77.11,185.42,33.634496919917865,Southpaw,3,2,1,0,0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,5.345622119815668,51.78571428571429,3.7788018433179724,57.06806282722513,0.0,0.0,33.33333333333334,0.0,0.6912442396313364,0.0,0.6105990783410138,1,0,0.6666666666666666,0.6666666666666666,137.0,193.04,77.11,193.04,25.574264202600958,Orthodox,2,1,1,0,0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,3.035019455252918,30.23255813953488,2.8015564202334633,62.5,0.0,0.0,100.0,0.0,3.501945525291829,7.003891050583658,0.4669260700389105,1,0,0.5,0.5,143.0,-10.159999999999997,0.0,-7.6200000000000045,8.060232717316907,1,1,0,0,0,0.16666666666666663,0.0,0.0,0.0,-1.0,0.0,1.0,2.31060266456275,21.55315614617941,0.9772454230845091,-5.431937172774873,0.0,0.0,-66.66666666666666,0.0,-2.8107012856604925,-7.003891050583658,0.14367300830210328,0,0,0.16666666666666663,0.16666666666666663,-6.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Kevin Lee vs. James Moontasri,kevin lee,james moontasri,kevin lee,james moontasri,Lightweight Bout,Submission ,3 Rnd (5-5-5),1,175.26,77.11,195.58,22.858316221765914,Orthodox,4,3,1,0,0,0.75,0.0,0.0,1.0,0.0,0.0,1.0,3.7333333333333334,39.8576512455516,2.6666666666666665,59.07928388746803,3.25,38.23529411764706,66.66666666666667,1.25,0.0,0.25,6.183333333333334,3,0,1.0,0.75,151.0,177.8,77.11,180.34,27.260780287474333,Switch,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,3.071046600458365,51.53846153846153,1.5584415584415585,50.724637681159415,0.0,0.0,83.33333333333334,0.6875477463712758,0.6875477463712758,0.0,5.179526355996944,1,0,0.5,0.5,151.0,-2.5400000000000205,0.0,15.240000000000009,-4.402464065708418,2,2,0,0,0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.6622867328749682,-11.680810292909932,1.108225108225108,8.354646206308615,3.25,38.23529411764706,-16.66666666666667,0.5624522536287242,-0.6875477463712758,0.25,1.0038069773363896,2,0,0.5,0.25,0.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Scott Jorgensen vs. Manvel Gamburyan,scott jorgensen,manvel gamburyan,scott jorgensen,manvel gamburyan,Bantamweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,165.1,61.23,167.64,32.824093086926766,Orthodox,10,4,6,0,0,0.4,0.25,0.0,0.5,0.16666666666666666,0.0,0.3333333333333333,3.358679825270992,38.96396396396396,4.047888691150299,62.432432432432435,2.620935123766381,40.909090909090914,62.857142857142854,0.2912150137518201,0.14560750687591004,0.2912150137518201,4.0066332308687915,0,1,0.3333333333333333,0.2,263.0,165.1,61.23,170.18,34.18480492813142,Orthodox,12,5,6,0,1,0.45454545454545453,0.0,0.0,0.4,0.16666666666666666,0.0,0.6666666666666666,1.8355795148247978,38.605442176870746,3.0161725067385445,56.014150943396224,3.032345013477089,32.89473684210527,70.58823529411765,0.7277628032345014,0.0,0.3638814016172507,3.9097035040431267,1,0,0.6666666666666666,0.6,291.0,0.0,0.0,-2.5400000000000205,-1.3607118412046546,-2,-1,0,0,-1,-0.05454545454545451,0.25,0.0,0.09999999999999998,0.0,0.0,-0.3333333333333333,1.5231003104461942,0.3585217870932169,1.0317161844117546,6.418281489036211,-0.41140988971070813,8.014354066985646,-7.731092436974798,-0.4365477894826813,0.14560750687591004,-0.07266638786543062,0.09692972682566481,-1,1,-0.3333333333333333,-0.39999999999999997,-28.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Holly Holm vs. Marion Reneau,holly holm,marion reneau,holly holm,marion reneau,Women's Bantamweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),1,172.72,61.23,175.26,33.74127310061601,Southpaw,1,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.933333333333333,20.952380952380953,2.6666666666666665,71.22302158273382,0.0,0.0,100.0,0.0,0.0,0.0,0.05,1,0,1.0,1.0,137.0,167.64,61.23,172.72,38.06707734428473,Orthodox,2,2,0,0,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,5.384615384615385,38.39662447257383,2.0118343195266273,74.04580152671755,0.0,0.0,100.0,0.8875739644970415,0.0,0.8875739644970415,0.2366863905325444,2,0,1.0,1.0,143.0,5.0800000000000125,0.0,2.539999999999992,-4.3258042436687205,-1,-1,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-2.451282051282052,-17.44424352019288,0.6548323471400392,-2.8227799439837327,0.0,0.0,0.0,-0.8875739644970415,0.0,-0.8875739644970415,-0.18668639053254438,-1,0,0.0,0.0,-6.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Josh Thomson vs. Tony Ferguson,josh thomson,tony ferguson,josh thomson,tony ferguson,Lightweight Bout,Decision - Unanimous ,3 Rnd (5-5-5),0,177.8,70.31,180.34,36.813141683778234,Orthodox,6,3,3,0,0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2.3093170617226004,45.938375350140056,2.3093170617226004,56.03217158176943,2.112180239380427,41.66666666666667,36.36363636363637,0.0,0.42243604787608546,0.42243604787608546,3.7315184229054217,0,2,0.3333333333333333,0.4,354.0,180.34,77.11,193.04,31.419575633127995,Orthodox,9,8,1,0,0,0.8888888888888888,0.25,0.0,0.25,0.0,0.0,1.0,3.551532033426184,32.56704980842912,2.799442896935933,70.95375722543352,1.2534818941504178,66.66666666666666,80.95238095238095,1.4623955431754874,0.4178272980501393,0.4178272980501393,1.1037604456824512,5,0,1.0,1.0,137.0,-2.539999999999992,-6.799999999999997,-12.699999999999989,5.393566050650239,-3,-5,2,0,0,-0.38888888888888884,0.41666666666666663,0.0,0.08333333333333331,0.3333333333333333,0.0,-0.33333333333333337,-1.2422149717035835,13.371325541710938,-0.49012583521333264,-14.921585643664088,0.8586983452300092,-24.999999999999986,-44.58874458874458,-1.4623955431754874,0.004608749825946168,0.004608749825946168,2.6277579772229704,-5,2,-0.6666666666666667,-0.6,217.0
UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",Frank Mir vs. Todd Duffee,frank mir,todd duffee,frank mir,todd duffee,Heavyweight Bout,KO/TKO ,5 Rnd (5-5-5-5-5),1,190.5,119.75,200.66,36.14236824093087,Southpaw,24,15,9,0,0,0.625,0.26666666666666666,0.0,0.13333333333333333,0.7777777777777778,0.0,0.2222222222222222,2.184216955778158,47.90996784565916,3.9726362081602744,37.195828505214365,2.1988761299780117,45.45454545454545,54.54545454545455,2.308819936476912,0.7696066454923041,0.4397752259956023,3.870021988761301,1,0,0.3333333333333333,0.2,143.0,190.5,117.93,198.12,29.60438056125941,Orthodox,4,3,1,0,0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,5.418933623503808,35.47008547008547,1.5016322089227419,64.0625,0.0,0.0,90.0,0.0,2.9379760609357994,0.9793253536452664,0.6692056583242655,2,0,0.6666666666666666,0.75,221.0,0.0,1.8199999999999932,2.539999999999992,6.53798767967146,20,12,8,0,0,-0.125,-0.7333333333333334,0.0,0.13333333333333333,-0.2222222222222222,0.0,0.2222222222222222,-3.2347166677256496,12.439882375573688,2.4710039992375323,-26.866671494785635,2.1988761299780117,45.45454545454545,-35.45454545454545,2.308819936476912,-2.1683694154434954,-0.5395501276496641,3.2008163304370356,-1,0,-0.3333333333333333,-0.55,-78.0
UFC Fight Night: Bisping vs Leites,2015-07-18,"Glasgow, Scotland, United Kingdom",Daniel Omielanczuk vs. Chris de la Rocha,daniel omielanczuk,chris de la rocha,daniel omielanczuk,chris de la rocha,Heavyweight Bout,KO/TKO ,3 Rnd (5-5-5),1,182.88,112.04,187.96,32.878850102669404,Southpaw,3,1,2,0,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,2.1939953810623556,71.96969696969697,3.9953810623556585,30.80000000000001,1.0392609699769055,37.5,50.0,0.3464203233256351,0.3464203233256351,0.0,2.0438799076212475,0,2,0.3333333333333333,0.3333333333333333,98.0,190.5,113.4,203.2,36.17522245037645,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,-7.6200000000000045,-1.3599999999999994,-15.23999999999998,-3.296372347707049,3,1,2,0,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,2.1939953810623556,71.96969696969697,3.9953810623556585,-69.19999999999999,1.0392609699769055,37.5,-50.0,0.3464203233256351,0.3464203233256351,0.0,2.0438799076212475,0,2,0.3333333333333333,0.3333333333333333,
UFC Fight Night: Bisping vs Leites,2015-07-18,"Glasgow, Scotland, United Kingdom",Marcus Brimage vs. Jimmie Rivera,marcus brimage,jimmie rivera,marcus brimage,jimmie rivera,Bantamweight Bout,KO/TKO ,3 Rnd (5-5-5),0,162.56,61.23,180.34,30.28062970568104,Southpaw,7,4,3,0,0,0.5714285714285714,0.25,0.0,0.75,0.6666666666666666,0.0,0.3333333333333333,3.9281942977824715,35.267349260523325,3.5227032734952486,57.16486902927581,0.5702217529039072,100.0,80.0,0.0,0.38014783526927143,0.5702217529039072,0.3421330517423443,0,1,0.3333333333333333,0.4,196.0,162.56,61.23,172.72,26.050650239561943,Orthodox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,7.6200000000000045,4.229979466119097,7,4,3,0,0,0.5714285714285714,0.25,0.0,0.75,0.6666666666666666,0.0,0.3333333333333333,3.9281942977824715,35.267349260523325,3.5227032734952486,-42.83513097072419,0.5702217529039072,100.0,-20.0,0.0,0.38014783526927143,0.5702217529039072,0.3421330517423443,0,1,0.3333333333333333,0.4,
UFC Fight Night: Bisping vs Leites,2015-07-18,"Glasgow, Scotland, United Kingdom",Robert Whiteford vs. Paul Redmond,robert whiteford,paul redmond,robert whiteford,paul redmond,Featherweight Bout,KO/TKO ,3 Rnd (5-5-5),1,175.26,65.77,175.26,32.26557152635181,Southpaw,2,1,1,0,0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.8399401645474946,52.56410256410257,1.3014210919970084,40.816326530612244,3.3657442034405385,29.411764705882355,55.55555555555556,0.0,0.0,0.0,5.968586387434556,1,0,0.5,0.5,490.0,177.8,65.77,,28.7419575633128,Orthodox,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,28.57142857142857,2.2666666666666666,39.28571428571429,0.0,0.0,33.33333333333334,0.0,0.0,0.0,0.0,0,1,0.0,0.0,175.0,-2.5400000000000205,0.0,,3.523613963039015,1,1,0,0,0,0.5,0.0,0.0,1.0,0.0,0.0,-1.0,1.7066068312141613,23.992673992674,-0.9652455746696582,1.5306122448979522,3.3657442034405385,29.411764705882355,22.222222222222214,0.0,0.0,0.0,5.968586387434556,1,-1,0.5,0.5,315.0
