,2_1_EVENT,2_1_name,2_1_wins,2_1_losses,2_1_draws,2_1_height_cm,2_1_weight_in_kg,2_1_reach_in_cm,2_1_significant_strikes_landed_per_minute,2_1_significant_striking_accuracy,2_1_significant_strikes_absorbed_per_minute,2_1_significant_strike_defence,2_1_average_takedowns_landed_per_15_minutes,2_1_takedown_accuracy,2_1_takedown_defense,2_1_average_submissions_attempted_per_15_minutes,2_1_age,2_1_stance_Open Stance,2_1_stance_Orthodox,2_1_stance_Sideways,2_1_stance_Southpaw,2_1_stance_Switch,2_1_stance_Unknown,2_1_rolling_win_rate,2_name,2_wins,2_losses,2_draws,2_height_cm,2_weight_in_kg,2_reach_in_cm,2_significant_strikes_landed_per_minute,2_significant_striking_accuracy,2_significant_strikes_absorbed_per_minute,2_significant_strike_defence,2_average_takedowns_landed_per_15_minutes,2_takedown_accuracy,2_takedown_defense,2_average_submissions_attempted_per_15_minutes,2_age,2_stance_Open Stance,2_stance_Orthodox,2_stance_Sideways,2_stance_Southpaw,2_stance_Switch,2_stance_Unknown,2_rolling_win_rate,outcome
3432,UFC Fight Night: Cowboy vs. Edwards ,shinsho anzai,10.0,3.0,0.0,170.18,77.11,177.8,3.23,58.0,3.75,45.0,1.83,16.0,75.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,jake matthews,19.0,7.0,0.0,180.34,77.11,185.42,3.3,45.0,2.56,60.0,1.59,40.0,62.0,0.6,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3433,UFC Fight Night: Cowboy vs. Edwards ,viviane pereira,13.0,2.0,0.0,154.94,52.16,160.02,2.7,30.0,4.48,58.0,0.25,100.0,28.0,0.2,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,yan xiaonan,17.0,3.0,0.0,165.1,52.16,160.02,5.55,44.0,3.56,61.0,0.86,66.0,70.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3434,UFC Fight Night: Cowboy vs. Edwards ,matt schnell,16.0,7.0,0.0,172.72,56.7,177.8,4.24,39.0,4.46,55.0,0.63,44.0,46.0,1.1,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,naoki inoue,11.0,1.0,0.0,175.26,56.7,180.34,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3435,UFC Fight Night: Cowboy vs. Edwards ,jenel lausa,7.0,5.0,0.0,165.1,56.7,172.72,1.44,42.0,3.53,53.0,0.55,66.0,51.0,0.8,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,yuta sasaki,21.0,6.0,2.0,177.8,56.7,180.34,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
3436,UFC Fight Night: Cowboy vs. Edwards ,ji yeon kim,9.0,7.0,2.0,170.18,56.7,182.88,5.37,36.0,5.41,56.0,0.0,0.0,50.0,0.1,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,melinda fabian,4.0,4.0,2.0,167.64,56.7,167.64,4.03,41.0,4.0,62.0,0.0,0.0,100.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3437,UFC 225: Whittaker vs. Romero 2 ,robert whittaker,25.0,7.0,0.0,182.88,83.91,185.42,4.47,42.0,3.39,60.0,0.85,39.0,82.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,yoel romero,13.0,5.0,0.0,182.88,83.91,185.42,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
3438,UFC 225: Whittaker vs. Romero 2 ,rafael dos anjos,32.0,15.0,0.0,172.72,77.11,177.8,3.52,47.0,3.19,60.0,2.01,35.0,56.0,0.6,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,colby covington,17.0,3.0,0.0,180.34,77.11,182.88,4.1,39.0,3.05,55.0,4.05,45.0,72.0,0.2,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3439,UFC 225: Whittaker vs. Romero 2 ,holly holm,15.0,6.0,0.0,172.72,61.23,175.26,3.21,40.0,2.79,56.0,0.9,30.0,78.0,0.1,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,megan anderson,11.0,5.0,0.0,182.88,65.77,182.88,1.76,46.0,3.35,37.0,0.52,25.0,53.0,0.5,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3440,UFC 225: Whittaker vs. Romero 2 ,andrei arlovski,34.0,22.0,0.0,190.5,108.86,195.58,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,tai tuivasa,15.0,6.0,0.0,187.96,119.75,190.5,3.98,49.0,4.98,43.0,0.0,0.0,54.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0
3441,UFC 225: Whittaker vs. Romero 2 ,cm punk,0.0,1.0,0.0,185.42,77.11,185.42,1.1,23.0,4.87,40.0,0.87,11.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mike jackson,1.0,2.0,0.0,187.96,77.11,187.96,4.49,57.0,3.73,62.0,0.71,33.0,88.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3442,UFC 225: Whittaker vs. Romero 2 ,alistair overeem,47.0,19.0,0.0,193.04,120.2,203.2,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,curtis blaydes,17.0,4.0,0.0,193.04,120.2,203.2,3.56,49.0,1.89,59.0,5.93,53.0,33.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
3443,UFC 225: Whittaker vs. Romero 2 ,claudia gadelha,18.0,5.0,0.0,162.56,52.16,160.02,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,carla esparza,20.0,7.0,0.0,154.94,52.16,160.02,2.16,40.0,2.69,55.0,3.22,35.0,47.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3444,UFC 225: Whittaker vs. Romero 2 ,ricardo lamas,20.0,8.0,0.0,172.72,65.77,180.34,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,mirsad bektic,13.0,4.0,0.0,172.72,65.77,177.8,2.43,41.0,1.8,57.0,3.98,52.0,92.0,0.4,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3445,UFC 225: Whittaker vs. Romero 2 ,rashad coulter,9.0,4.0,0.0,180.34,92.99,193.04,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,chris de la rocha,5.0,3.0,0.0,190.5,113.4,203.2,4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
3446,UFC 225: Whittaker vs. Romero 2 ,rashad evans,19.0,8.0,1.0,182.88,92.99,190.5,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,anthony smith,37.0,18.0,0.0,193.04,92.99,193.04,3.16,48.0,4.45,46.0,0.52,28.0,48.0,0.7,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
3447,UFC 225: Whittaker vs. Romero 2 ,joseph benavidez,28.0,8.0,0.0,162.56,56.7,165.1,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,sergio pettis,18.0,5.0,0.0,167.64,56.7,175.26,3.88,37.0,2.91,65.0,0.85,40.0,67.0,0.4,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3448,UFC 225: Whittaker vs. Romero 2 ,clay guida,38.0,21.0,0.0,170.18,70.31,177.8,2.64,33.0,3.01,61.0,3.13,36.0,67.0,0.6,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,charles oliveira,34.0,9.0,0.0,177.8,70.31,187.96,3.54,53.0,3.19,51.0,2.32,40.0,55.0,2.7,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3449,UFC 225: Whittaker vs. Romero 2 ,mike santiago,19.0,12.0,0.0,177.8,65.77,175.26,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,dan ige,17.0,7.0,0.0,170.18,65.77,180.34,3.76,45.0,3.53,57.0,1.07,26.0,58.0,0.3,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
3450,UFC Fight Night: Rivera vs. Moraes ,jimmie rivera,23.0,5.0,0.0,162.56,61.23,172.72,4.03,40.0,3.9,60.0,0.88,27.0,92.0,0.1,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,marlon moraes,23.0,10.0,1.0,167.64,61.23,170.18,3.37,40.0,4.53,54.0,0.87,41.0,46.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3451,UFC Fight Night: Rivera vs. Moraes ,gregor gillespie,14.0,1.0,0.0,170.18,70.31,180.34,3.74,52.0,2.3,57.0,6.86,48.0,100.0,0.8,38.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,vinc pichel,14.0,3.0,0.0,177.8,70.31,182.88,3.56,47.0,2.5,58.0,3.0,54.0,23.0,0.2,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3452,UFC Fight Night: Rivera vs. Moraes ,walt harris,13.0,10.0,0.0,195.58,113.4,195.58,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,daniel spitz,6.0,3.0,0.0,200.66,111.13,208.28,2.6,35.0,5.3,46.0,0.74,66.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3453,UFC Fight Night: Rivera vs. Moraes ,jake ellenberger,31.0,15.0,0.0,175.26,77.11,180.34,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,ben saunders,22.0,13.0,2.0,187.96,77.11,195.58,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3454,UFC Fight Night: Rivera vs. Moraes ,julio arce,18.0,6.0,0.0,170.18,61.23,177.8,4.38,36.0,3.1,68.0,0.49,30.0,95.0,0.4,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,daniel teymur,7.0,4.0,0.0,165.1,65.77,175.26,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0
3455,UFC Fight Night: Rivera vs. Moraes ,gian villante,17.0,14.0,0.0,190.5,104.33,193.04,4.38,44.0,5.47,55.0,0.45,23.0,83.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,sam alvey,33.0,18.0,1.0,187.96,83.91,190.5,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0
3456,UFC Fight Night: Rivera vs. Moraes ,sijara eubanks,8.0,7.0,0.0,162.56,56.7,170.18,4.3,43.0,3.43,57.0,1.9,44.0,66.0,0.3,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,lauren murphy,16.0,6.0,0.0,165.1,56.7,170.18,4.05,39.0,5.25,55.0,1.03,25.0,69.0,0.1,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3457,UFC Fight Night: Rivera vs. Moraes ,nik lentz,30.0,12.0,2.0,172.72,65.77,172.72,3.44,47.0,3.25,50.0,3.3,32.0,43.0,1.2,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,david teymur,8.0,2.0,0.0,175.26,70.31,185.42,4.69,43.0,3.53,55.0,0.94,33.0,77.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
3458,UFC Fight Night: Rivera vs. Moraes ,belal muhammad,23.0,3.0,0.0,180.34,77.11,182.88,4.55,43.0,3.64,57.0,1.98,35.0,93.0,0.2,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,chance rencountre,14.0,4.0,0.0,187.96,77.11,190.5,1.1,20.0,3.62,49.0,1.35,26.0,16.0,0.3,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0
3459,UFC Fight Night: Rivera vs. Moraes ,desmond green,23.0,8.0,0.0,177.8,70.31,185.42,3.7,46.0,2.51,69.0,1.62,50.0,75.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,gleison tibau,33.0,14.0,0.0,177.8,70.31,180.34,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
3460,UFC Fight Night: Rivera vs. Moraes ,johnny eduardo,28.0,13.0,0.0,170.18,61.23,180.34,2.95,39.0,3.22,63.0,0.22,20.0,58.0,0.4,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,nathaniel wood,20.0,6.0,0.0,167.64,65.77,175.26,5.91,50.0,4.22,56.0,1.74,48.0,70.0,0.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
3461,UFC Fight Night: Rivera vs. Moraes ,jarred brooks,13.0,2.0,0.0,160.02,56.7,157.48,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,jose torres,8.0,1.0,0.0,162.56,56.7,165.1,4.37,36.0,9.84,50.0,1.28,33.0,75.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3462,UFC Fight Night: Thompson vs. Till ,stephen thompson,17.0,6.0,1.0,182.88,77.11,190.5,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,darren till,18.0,5.0,1.0,182.88,83.91,187.96,2.3,46.0,3.31,56.0,0.55,46.0,69.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
3463,UFC Fight Night: Thompson vs. Till ,neil magny,28.0,12.0,0.0,190.5,77.11,203.2,3.45,46.0,2.4,53.0,2.22,40.0,55.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,craig white,14.0,9.0,0.0,187.96,77.11,193.04,1.23,40.0,3.28,39.0,0.0,0.0,50.0,0.8,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3464,UFC Fight Night: Thompson vs. Till ,arnold allen,19.0,2.0,0.0,172.72,65.77,177.8,3.34,40.0,2.86,61.0,1.12,50.0,76.0,0.3,31.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,mads burnell,9.0,3.0,0.0,172.72,65.77,175.26,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
3465,UFC Fight Night: Thompson vs. Till ,jason knight,20.0,5.0,0.0,177.8,65.77,180.34,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,makwan amirkhani,17.0,9.0,0.0,177.8,65.77,182.88,1.33,44.0,2.98,46.0,3.96,43.0,35.0,1.1,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
3466,UFC Fight Night: Thompson vs. Till ,claudio silva,14.0,4.0,0.0,180.34,77.11,180.34,2.48,42.0,3.0,46.0,2.85,26.0,44.0,1.1,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,nordine taleb,15.0,7.0,0.0,185.42,77.11,187.96,3.66,51.0,2.62,66.0,1.94,76.0,73.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3467,UFC Fight Night: Thompson vs. Till ,eric spicely,12.0,6.0,0.0,185.42,83.91,185.42,3.71,45.0,5.72,55.0,1.31,20.0,75.0,1.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,darren stewart,12.0,8.0,0.0,182.88,92.99,187.96,3.05,45.0,3.29,48.0,1.75,45.0,67.0,0.1,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
3468,UFC Fight Night: Thompson vs. Till ,daniel kelly,13.0,4.0,0.0,182.88,83.91,177.8,3.62,38.0,4.64,61.0,1.86,34.0,78.0,0.3,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,tom breese,12.0,3.0,0.0,190.5,83.91,185.42,3.34,50.0,2.81,60.0,0.0,0.0,70.0,1.1,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
3469,UFC Fight Night: Thompson vs. Till ,lina lansberg,10.0,8.0,0.0,170.18,61.23,165.1,2.69,55.0,3.87,44.0,0.52,27.0,47.0,0.1,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,gina mazany,7.0,6.0,0.0,167.64,56.7,172.72,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
3470,UFC Fight Night: Thompson vs. Till ,brad scott,11.0,6.0,0.0,185.42,77.11,193.04,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,carlo pedersoli jr,11.0,3.0,0.0,180.34,77.11,190.5,4.17,37.0,4.12,61.0,2.91,44.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3471,UFC Fight Night: Thompson vs. Till ,gillian robertson,12.0,8.0,0.0,165.1,52.16,160.02,2.6,45.0,3.21,55.0,2.46,41.0,43.0,0.9,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,molly mccann,13.0,6.0,0.0,162.56,56.7,157.48,5.68,49.0,4.9,63.0,1.65,35.0,43.0,0.5,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3472,UFC Fight Night: Thompson vs. Till ,elias theodorou,16.0,3.0,0.0,185.42,83.91,190.5,4.19,42.0,2.39,53.0,1.27,28.0,59.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,trevor smith,15.0,10.0,0.0,190.5,83.91,190.5,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
3473,UFC Fight Night: Maia vs. Usman ,demian maia,28.0,11.0,0.0,185.42,77.11,182.88,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,kamaru usman,20.0,4.0,0.0,182.88,77.11,193.04,4.36,52.0,2.74,54.0,2.82,45.0,89.0,0.1,37.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
3474,UFC Fight Night: Maia vs. Usman ,alexa grasso,16.0,3.0,1.0,165.1,56.7,167.64,4.67,43.0,3.95,58.0,0.41,45.0,59.0,0.6,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,tatiana suarez,11.0,0.0,0.0,165.1,52.16,167.64,4.27,63.0,1.38,51.0,6.2,61.0,100.0,0.9,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
3475,UFC Fight Night: Maia vs. Usman ,jared cannonier,17.0,6.0,0.0,180.34,83.91,195.58,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,dominick reyes,12.0,4.0,0.0,193.04,92.99,195.58,4.75,50.0,3.77,48.0,0.36,28.0,80.0,0.4,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
3476,UFC Fight Night: Maia vs. Usman ,diego rivas,10.0,2.0,0.0,172.72,65.77,175.26,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,guido cannetti,10.0,8.0,0.0,167.64,61.23,172.72,3.44,55.0,2.84,51.0,2.27,55.0,64.0,0.4,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
3477,UFC Fight Night: Maia vs. Usman ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,andrea lee,13.0,8.0,0.0,167.64,56.7,175.26,4.91,47.0,3.69,63.0,1.84,57.0,54.0,0.6,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3478,UFC Fight Night: Maia vs. Usman ,vicente luque,22.0,9.0,1.0,180.34,77.11,190.5,5.17,52.0,5.15,52.0,1.04,60.0,62.0,0.7,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,chad laprise,13.0,4.0,0.0,177.8,77.11,180.34,4.78,42.0,3.59,65.0,1.05,54.0,78.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
3479,UFC Fight Night: Maia vs. Usman ,zak cummings,25.0,7.0,0.0,182.88,92.99,190.5,2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,michel prazeres,26.0,4.0,0.0,167.64,77.11,170.18,2.38,47.0,2.51,57.0,3.94,36.0,47.0,0.6,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
3480,UFC Fight Night: Maia vs. Usman ,brandon moreno,21.0,7.0,2.0,170.18,56.7,177.8,3.8,43.0,3.4,56.0,1.73,45.0,64.0,0.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,alexandre pantoja,26.0,5.0,0.0,165.1,56.7,170.18,4.41,48.0,3.81,51.0,1.75,44.0,66.0,1.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3481,UFC Fight Night: Maia vs. Usman ,poliana botelho,8.0,5.0,0.0,172.72,56.7,170.18,2.9,58.0,2.8,54.0,0.85,57.0,76.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,syuri kondo,6.0,3.0,0.0,162.56,52.16,167.64,5.4,44.0,7.22,58.0,0.0,0.0,83.0,0.3,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3482,UFC Fight Night: Maia vs. Usman ,gabriel benitez,23.0,11.0,0.0,172.72,70.31,180.34,4.79,41.0,4.05,65.0,0.27,50.0,58.0,1.1,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,humberto bandenay,14.0,7.0,0.0,180.34,65.77,180.34,2.22,41.0,4.79,41.0,2.9,46.0,62.0,0.5,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0
3483,UFC Fight Night: Maia vs. Usman ,enrique barzola,17.0,5.0,2.0,170.18,65.77,177.8,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,brandon davis,14.0,10.0,0.0,177.8,61.23,182.88,4.68,35.0,4.62,58.0,0.74,42.0,57.0,0.1,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
3484,UFC Fight Night: Maia vs. Usman ,henry briones,16.0,8.0,1.0,172.72,61.23,175.26,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,frankie saenz,13.0,7.0,0.0,167.64,61.23,167.64,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
3485,UFC Fight Night: Maia vs. Usman ,claudio puelles,13.0,3.0,0.0,177.8,70.31,182.88,1.82,49.0,2.93,47.0,2.41,30.0,60.0,1.4,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,felipe silva,8.0,2.0,0.0,182.88,70.31,195.58,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3486,UFC 224: Nunes vs. Pennington ,amanda nunes,23.0,5.0,0.0,172.72,61.23,175.26,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,raquel pennington,15.0,9.0,0.0,170.18,61.23,170.18,4.02,50.0,3.34,62.0,0.93,27.0,63.0,0.6,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
3487,UFC 224: Nunes vs. Pennington ,jacare souza,26.0,10.0,0.0,185.42,83.91,182.88,2.53,47.0,2.83,62.0,2.57,39.0,57.0,1.3,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,kelvin gastelum,18.0,9.0,0.0,175.26,77.11,180.34,3.55,41.0,3.23,58.0,0.96,30.0,59.0,0.1,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
3488,UFC 224: Nunes vs. Pennington ,mackenzie dern,13.0,4.0,0.0,162.56,52.16,160.02,3.49,40.0,4.21,51.0,0.77,14.0,40.0,1.4,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,amanda cooper,3.0,5.0,0.0,160.02,52.16,162.56,3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0
3489,UFC 224: Nunes vs. Pennington ,john lineker,31.0,9.0,0.0,160.02,61.23,170.18,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,brian kelleher,24.0,14.0,0.0,167.64,61.23,167.64,3.36,41.0,4.61,54.0,1.79,42.0,60.0,0.7,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0
3490,UFC 224: Nunes vs. Pennington ,vitor belfort,26.0,14.0,0.0,182.88,83.91,187.96,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,lyoto machida,24.0,8.0,0.0,185.42,83.91,187.96,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
3491,UFC 224: Nunes vs. Pennington ,cezar ferreira,13.0,8.0,0.0,185.42,83.91,198.12,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,karl roberson,9.0,6.0,0.0,185.42,92.99,187.96,2.57,51.0,2.42,57.0,0.72,40.0,42.0,0.5,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
3492,UFC 224: Nunes vs. Pennington ,aleksei oleinik,60.0,17.0,1.0,187.96,108.86,203.2,3.29,48.0,3.8,44.0,1.82,46.0,37.0,1.9,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,junior albini,14.0,6.0,0.0,190.5,119.75,187.96,3.98,51.0,6.08,52.0,1.54,37.0,100.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
