,2_1_EVENT,2_1_name,2_1_wins,2_1_losses,2_1_draws,2_1_height_cm,2_1_weight_in_kg,2_1_reach_in_cm,2_1_significant_strikes_landed_per_minute,2_1_significant_striking_accuracy,2_1_significant_strikes_absorbed_per_minute,2_1_significant_strike_defence,2_1_average_takedowns_landed_per_15_minutes,2_1_takedown_accuracy,2_1_takedown_defense,2_1_average_submissions_attempted_per_15_minutes,2_1_age,2_1_stance_Open Stance,2_1_stance_Orthodox,2_1_stance_Sideways,2_1_stance_Southpaw,2_1_stance_Switch,2_1_stance_Unknown,2_1_rolling_win_rate,2_name,2_wins,2_losses,2_draws,2_height_cm,2_weight_in_kg,2_reach_in_cm,2_significant_strikes_landed_per_minute,2_significant_striking_accuracy,2_significant_strikes_absorbed_per_minute,2_significant_strike_defence,2_average_takedowns_landed_per_15_minutes,2_takedown_accuracy,2_takedown_defense,2_average_submissions_attempted_per_15_minutes,2_age,2_stance_Open Stance,2_stance_Orthodox,2_stance_Sideways,2_stance_Southpaw,2_stance_Switch,2_stance_Unknown,2_rolling_win_rate,outcome
420,UFC Fight Night: Cannonier vs. Imavov ,brunno ferreira,10.0,1.0,0.0,177.8,83.91,182.88,5.79,53.0,5.22,47.0,0.0,0.0,50.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,dustin stoltzfus,15.0,5.0,0.0,182.88,83.91,190.5,3.49,44.0,3.29,48.0,2.4,40.0,46.0,0.7,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
421,UFC Fight Night: Cannonier vs. Imavov ,julian marquez,9.0,4.0,0.0,187.96,83.91,182.88,4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,zach reese,6.0,1.0,0.0,193.04,83.91,195.58,3.93,66.0,6.56,28.0,0.0,0.0,0.0,9.8,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
422,UFC Fight Night: Cannonier vs. Imavov ,miguel baeza,10.0,3.0,0.0,187.96,77.11,187.96,4.88,49.0,5.1,53.0,0.44,28.0,100.0,1.8,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,punahele soriano,9.0,4.0,0.0,180.34,83.91,182.88,3.96,45.0,4.55,48.0,0.79,40.0,33.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
423,UFC Fight Night: Cannonier vs. Imavov ,thiago moises,17.0,7.0,0.0,175.26,70.31,177.8,2.47,39.0,4.4,54.0,1.53,40.0,56.0,1.3,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,ludovit klein,20.0,4.0,1.0,170.18,70.31,182.88,3.49,54.0,3.53,53.0,1.52,45.0,83.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
424,UFC Fight Night: Cannonier vs. Imavov ,charles radtke,8.0,3.0,0.0,175.26,77.11,182.88,2.33,46.0,2.93,53.0,1.0,16.0,100.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,carlos prates,17.0,6.0,0.0,185.42,77.11,198.12,4.81,63.0,3.69,47.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
425,UFC Fight Night: Cannonier vs. Imavov ,brad katona,15.0,2.0,0.0,167.64,61.23,162.56,4.8,51.0,4.57,50.0,1.0,20.0,50.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,jesse butler,12.0,5.0,0.0,177.8,65.77,185.42,2.61,14.0,7.83,40.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
426,UFC Fight Night: Cannonier vs. Imavov ,andrea lee,13.0,8.0,0.0,167.64,56.7,175.26,4.91,47.0,3.69,63.0,1.84,57.0,54.0,0.6,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,montana de la rosa,12.0,9.0,1.0,170.18,56.7,172.72,2.7,36.0,3.21,44.0,1.71,31.0,64.0,0.8,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
427,UFC Fight Night: Cannonier vs. Imavov ,john castaneda,21.0,6.0,0.0,167.64,61.23,180.34,4.79,50.0,4.99,56.0,1.92,37.0,71.0,0.2,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,daniel marcos,15.0,0.0,0.0,170.18,61.23,175.26,4.88,46.0,3.7,69.0,0.4,50.0,89.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
428,UFC Fight Night: Cannonier vs. Imavov ,eduarda moura,10.0,0.0,0.0,167.64,52.16,167.64,5.61,67.0,0.45,80.0,5.34,100.0,0.0,1.3,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,denise gomes,8.0,3.0,0.0,157.48,52.16,160.02,4.81,48.0,3.66,49.0,1.13,33.0,47.0,0.8,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
429,UFC Fight Night: Cannonier vs. Imavov ,cody stamann,21.0,6.0,1.0,167.64,61.23,162.56,4.39,47.0,3.63,62.0,2.34,39.0,76.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,taylor lapilus,19.0,3.0,0.0,167.64,61.23,185.42,4.18,47.0,2.27,62.0,0.45,40.0,81.0,0.5,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
430,UFC Fight Night: Cannonier vs. Imavov ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,puja tomar,8.0,4.0,0.0,177.8,52.16,181.80887362637364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
431,UFC 302: Makhachev vs. Poirier ,islam makhachev,25.0,1.0,0.0,177.8,70.31,177.8,2.46,60.0,1.27,61.0,3.17,60.0,90.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,dustin poirier,29.0,8.0,0.0,175.26,70.31,182.88,5.49,50.0,4.3,53.0,1.36,36.0,63.0,1.2,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0
432,UFC 302: Makhachev vs. Poirier ,sean strickland,28.0,5.0,0.0,185.42,83.91,193.04,5.82,41.0,4.24,63.0,0.92,64.0,84.0,0.2,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,paulo costa,14.0,2.0,0.0,185.42,83.91,182.88,6.5,60.0,6.38,47.0,0.53,75.0,79.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
433,UFC 302: Makhachev vs. Poirier ,kevin holland,25.0,10.0,0.0,190.5,77.11,205.74,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,michal oleksiejczuk,19.0,6.0,0.0,182.88,83.91,187.96,5.12,50.0,4.17,62.0,0.76,44.0,48.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
434,UFC 302: Makhachev vs. Poirier ,niko price,15.0,7.0,0.0,182.88,77.11,193.04,5.46,42.0,5.6,48.0,0.7,20.0,64.0,0.7,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,alex morono,23.0,9.0,0.0,180.34,77.11,182.88,5.02,41.0,4.17,58.0,0.34,22.0,50.0,0.3,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
435,UFC 302: Makhachev vs. Poirier ,randy brown,17.0,5.0,0.0,190.5,77.11,198.12,4.38,47.0,3.33,54.0,0.8,39.0,74.0,0.5,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,elizeu zaleski dos santos,24.0,7.0,1.0,180.34,77.11,185.42,4.52,42.0,3.33,57.0,0.43,13.0,68.0,0.4,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
436,UFC 302: Makhachev vs. Poirier ,cesar almeida,4.0,0.0,0.0,185.42,83.91,187.96,4.73,61.0,1.87,48.0,0.0,0.0,70.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,roman kopylov,12.0,2.0,0.0,182.88,83.91,190.5,4.72,53.0,4.11,60.0,0.47,50.0,92.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
437,UFC 302: Makhachev vs. Poirier ,jailton almeida,20.0,2.0,0.0,190.5,92.99,200.66,2.78,64.0,0.52,43.0,5.14,55.0,75.0,2.4,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,alexandr romanov,17.0,2.0,0.0,187.96,118.84,190.5,4.06,52.0,2.2,50.0,4.32,54.0,20.0,0.9,34.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
438,UFC 302: Makhachev vs. Poirier ,grant dawson,20.0,2.0,1.0,177.8,70.31,182.88,2.97,51.0,2.27,45.0,3.68,36.0,40.0,1.5,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,joe solecki,13.0,4.0,0.0,175.26,70.31,177.8,2.21,56.0,1.53,52.0,2.65,50.0,50.0,1.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
439,UFC 302: Makhachev vs. Poirier ,phil rowe,10.0,4.0,0.0,190.5,77.11,203.2,3.94,52.0,4.32,54.0,0.85,40.0,59.0,0.4,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,jake matthews,19.0,7.0,0.0,180.34,77.11,185.42,3.3,45.0,2.56,60.0,1.59,40.0,62.0,0.6,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
440,UFC 302: Makhachev vs. Poirier ,mickey gall,7.0,5.0,0.0,187.96,77.11,187.96,2.94,46.0,4.25,49.0,1.21,30.0,36.0,1.9,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,bassil hafez,8.0,4.0,1.0,180.34,77.11,182.88,2.13,25.0,5.53,39.0,3.0,15.0,50.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
441,UFC 302: Makhachev vs. Poirier ,ailin perez,9.0,2.0,0.0,165.1,61.23,167.64,2.96,55.0,1.18,57.0,4.89,50.0,75.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,joselyne edwards,13.0,5.0,0.0,172.72,61.23,177.8,4.71,52.0,3.36,50.0,1.0,33.0,64.0,0.3,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
442,UFC 302: Makhachev vs. Poirier ,mitch raposo,5.0,1.0,0.0,165.1,56.7,162.56,2.57,25.0,3.18,56.0,3.67,66.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,andre lima,7.0,0.0,0.0,170.18,56.7,170.18,4.07,66.0,1.67,67.0,1.0,100.0,100.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
443,UFC Fight Night: Barboza vs. Murphy ,edson barboza,24.0,11.0,0.0,180.34,65.77,190.5,4.18,45.0,4.34,57.0,0.48,50.0,75.0,0.1,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,lerone murphy,13.0,0.0,1.0,175.26,65.77,185.42,3.65,50.0,2.4,56.0,1.29,46.0,46.0,0.9,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
444,UFC Fight Night: Barboza vs. Murphy ,khaos williams,14.0,3.0,0.0,182.88,77.11,195.58,5.77,39.0,5.33,42.0,0.0,0.0,80.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,carlston harris,19.0,5.0,0.0,182.88,77.11,193.04,2.93,49.0,2.44,53.0,2.05,29.0,55.0,0.8,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
445,UFC Fight Night: Barboza vs. Murphy ,themba gorimbo,11.0,4.0,0.0,185.42,77.11,195.58,1.8,59.0,1.71,42.0,3.47,50.0,66.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,ramiz brahimaj,10.0,4.0,0.0,177.8,77.11,182.88,2.47,41.0,4.08,50.0,1.9,66.0,58.0,2.4,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
446,UFC Fight Night: Barboza vs. Murphy ,adrian yanez,16.0,5.0,0.0,170.18,61.23,177.8,6.15,39.0,5.73,57.0,0.0,0.0,100.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,vinicius salvador,14.0,6.0,0.0,170.18,56.7,177.8,5.44,42.0,6.05,49.0,0.38,11.0,86.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
447,UFC Fight Night: Barboza vs. Murphy ,luana pinheiro,11.0,2.0,0.0,157.48,52.16,157.48,3.89,41.0,4.38,62.0,2.36,40.0,66.0,0.3,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,angela hill,16.0,13.0,0.0,160.02,52.16,162.56,5.44,50.0,4.94,61.0,0.73,34.0,75.0,0.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
448,UFC Fight Night: Barboza vs. Murphy ,victor martinez,13.0,5.0,0.0,172.72,70.31,177.8,8.65,50.0,7.45,54.0,0.86,50.0,80.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tom nolan,6.0,0.0,0.0,190.5,70.31,185.42,9.4,54.0,1.45,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0
449,UFC Fight Night: Barboza vs. Murphy ,oumar sy,6.0,0.0,0.0,177.8,92.99,181.80887362637364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tuco tokkos,7.0,3.0,0.0,193.04,92.99,190.5,5.57,40.0,8.86,43.0,3.8,100.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
450,UFC Fight Night: Barboza vs. Murphy ,tamires vidal,7.0,2.0,0.0,167.64,61.23,172.72,4.25,55.0,4.53,58.0,0.0,0.0,40.0,0.8,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,melissa gatto,8.0,2.0,2.0,165.1,56.7,175.26,3.98,48.0,3.13,54.0,1.18,21.0,63.0,0.3,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0
451,UFC Fight Night: Barboza vs. Murphy ,abus magomedov,25.0,6.0,1.0,187.96,83.91,198.12,3.73,42.0,5.36,54.0,0.61,50.0,100.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,warlley alves,15.0,7.0,0.0,180.34,83.91,182.88,3.25,48.0,4.21,50.0,1.35,50.0,80.0,0.9,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
