EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fight_date,f1_open_odds,f2_open_odds,f1_close_odds,f2_close_odds,f1_open_odds_ts,f2_open_odds_ts,f1_close_odds_ts,f2_close_odds_ts,f1_odds_history_points,f2_odds_history_points,odds_matched,odds_event,odds_matchup_id,odds_source_url,odds_inferred
UFC 268: Usman vs. Covington 2,Melsik Baghdasaryan vs. Bruno Souza,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Sal D'amato 28 - 29.Doug Crosby 28 - 29.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/73d541adc2909dc8,2021-11-06,-185.0,160.0,-393.0,298.0,2021-10-30T19:22:07+00:00,2021-10-30T19:22:07+00:00,2021-11-06T22:32:28+00:00,2021-11-06T22:32:28+00:00,129.0,129.0,True,UFC 268: Usman vs. Covington 2,25082.0,https://www.bestfightodds.com/events/ufc-268-usman-vs-covington-2-2246,False
UFC 268: Usman vs. Covington 2,CJ Vergara vs. Ode Osbourne,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Dave Tirelli 28 - 29.Derek Cleary 28 - 29.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/8081cb92f71401c6,2021-11-06,157,-157,216,-216,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 267: Blachowicz vs. Teixeira,Jan Blachowicz vs. Glover Teixeira,L/W,UFC Light Heavyweight Title Bout,Submission ,2,3:02,5 Rnd (5-5-5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/919fb76d2f3e5827,2021-10-30,-190.0,165.0,-283.0,227.0,2021-03-07T16:30:02+00:00,2021-03-07T16:30:02+00:00,2021-10-30T21:03:28+00:00,2021-10-30T21:03:28+00:00,232.0,232.0,True,UFC 267: Brachowicz vs. Teixeira,22169.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Petr Yan vs. Cory Sandhagen,W/L,UFC Interim Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,David Lethaby 46 - 49.Anders Ohlsson 46 - 49.Vito Paolillo 46 - 49.,http://ufcstats.com/fight-details/18edff5447989b3f,2021-10-30,-300.0,250.0,-259.0,209.0,2021-09-28T22:52:09+00:00,2021-09-28T22:52:09+00:00,2021-10-30T20:11:28+00:00,2021-10-30T20:11:28+00:00,204.0,204.0,True,UFC 267: Brachowicz vs. Teixeira,24657.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Islam Makhachev vs. Dan Hooker,W/L,Lightweight Bout,Submission ,1,2:25,3 Rnd (5-5-5),Daniel Movahedi,Kimura From Side Control ,http://ufcstats.com/fight-details/5ad4c0eae7512878,2021-10-30,-130,130,-137,137,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 267: Blachowicz vs. Teixeira,Alexander Volkov vs. Marcin Tybura,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Vito Paolillo 27 - 30.Darryl Ransom 27 - 30.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/13e3e41e0c6f4e04,2021-10-30,-210.0,180.0,-291.0,232.0,2021-10-08T21:44:07+00:00,2021-10-08T21:44:07+00:00,2021-10-30T19:12:28+00:00,2021-10-30T19:12:28+00:00,200.0,200.0,True,UFC 267: Brachowicz vs. Teixeira,24821.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Li Jingliang vs. Khamzat Chimaev,L/W,Welterweight Bout,Submission ,1,3:16,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/987cdcbc809e210d,2021-10-30,210.0,-260.0,376.0,-509.0,2021-07-09T15:51:19+00:00,2021-07-09T15:51:19+00:00,2021-10-30T18:54:14+00:00,2021-10-30T18:54:14+00:00,193.0,193.0,True,UFC 267: Brachowicz vs. Teixeira,23476.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Magomed Ankalaev vs. Volkan Oezdemir,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Darryl Ransom 27 - 30.Clemens Werner 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/58b19ba734fe93a3,2021-10-30,-290.0,235.0,-338.0,261.0,2021-08-22T07:18:22+00:00,2021-08-22T07:18:22+00:00,2021-10-30T18:16:29+00:00,2021-10-30T18:16:29+00:00,173.0,173.0,True,UFC 267: Brachowicz vs. Teixeira,23584.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Amanda Ribas vs. Virna Jandiroba,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 28 - 29.Howard Hughes 28 - 29.Anders Ohlsson 28 - 29.,http://ufcstats.com/fight-details/d84968d7e9fcb4f3,2021-10-30,-120.0,-110.0,-167.0,138.0,2021-08-03T14:26:07+00:00,2021-08-03T14:26:07+00:00,2021-10-30T17:40:29+00:00,2021-10-30T17:40:29+00:00,253.0,253.0,True,UFC 267: Brachowicz vs. Teixeira,23465.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Ricardo Ramos vs. Zubaira Tukhugov,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,David Lethaby 28 - 29.Vito Paolillo 28 - 29.Darryl Ransom 28 - 29.,http://ufcstats.com/fight-details/41cdfea7df63003f,2021-10-30,-110.0,-110.0,139.0,-167.0,2021-10-08T21:44:07+00:00,2021-10-08T21:44:07+00:00,2021-10-30T17:14:28+00:00,2021-10-30T17:14:28+00:00,143.0,143.0,True,UFC 267: Brachowicz vs. Teixeira,24822.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Albert Duraev vs. Roman Kopylov,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Vito Paolillo 27 - 30.Ben Cartlidge 27 - 29.Clemens Werner 27 - 29.,http://ufcstats.com/fight-details/768c86e307295944,2021-10-30,-180.0,155.0,-388.0,293.0,2021-10-08T21:44:07+00:00,2021-10-08T21:44:07+00:00,2021-10-30T16:58:28+00:00,2021-10-30T16:58:28+00:00,155.0,155.0,True,UFC 267: Brachowicz vs. Teixeira,24619.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Elizeu Zaleski dos Santos vs. Benoit Saint Denis,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),VyacheslavKiselev,David Lethaby 26 - 29.Anders Ohlsson 26 - 29.Clemens Werner 26 - 29.,http://ufcstats.com/fight-details/efc6af0151f72b87,2021-10-30,-104,104,105,-105,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 267: Blachowicz vs. Teixeira,Shamil Gamzatov vs. Michal Oleksiejczuk,L/W,Light Heavyweight Bout,KO/TKO ,1,3:31,3 Rnd (5-5-5),Daniel Movahedi,Punch to Head At Distance ,http://ufcstats.com/fight-details/92c49cb075f612d7,2021-10-30,-116,116,-102,102,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 267: Blachowicz vs. Teixeira,Makwan Amirkhani vs. Lerone Murphy,L/W,Featherweight Bout,KO/TKO ,2,0:14,3 Rnd (5-5-5),Marc Goddard,Knee to Head In Clinch ,http://ufcstats.com/fight-details/156f2425a937b22f,2021-10-30,250.0,-300.0,231.0,-294.0,2021-10-08T21:46:07+00:00,2021-10-08T21:46:07+00:00,2021-10-30T15:34:42+00:00,2021-10-30T15:34:42+00:00,116.0,116.0,True,UFC 267: Brachowicz vs. Teixeira,24712.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Hu Yaozong vs. Andre Petroski,L/W,Middleweight Bout,Submission ,3,4:46,3 Rnd (5-5-5),Jason Herzog,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/4a5e5232346993c7,2021-10-30,-110.0,-110.0,185.0,-232.0,2021-10-24T15:38:03+00:00,2021-10-24T15:38:03+00:00,2021-10-30T15:10:36+00:00,2021-10-30T15:10:36+00:00,72.0,72.0,True,UFC 267: Brachowicz vs. Teixeira,24932.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC 267: Blachowicz vs. Teixeira,Tagir Ulanbekov vs. Allan Nascimento,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Vito Paolillo 28 - 29.Ben Cartlidge 29 - 28.Darryl Ransom 28 - 29.,http://ufcstats.com/fight-details/6163c18411aca830,2021-10-30,-300.0,250.0,-387.0,298.0,2021-10-08T21:46:07+00:00,2021-10-08T21:46:07+00:00,2021-10-30T14:40:29+00:00,2021-10-30T14:40:29+00:00,78.0,78.0,True,UFC 267: Brachowicz vs. Teixeira,24078.0,https://www.bestfightodds.com/events/ufc-267-brachowicz-vs-teixeira-2217,False
UFC Fight Night: Costa vs. Vettori,Paulo Costa vs. Marvin Vettori,L/W,Light Heavyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Junichiro Kamijo 46 - 48.Derek Cleary 46 - 48.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/860be3cc82895177,2021-10-23,-150.0,130.0,160.0,-193.0,2021-08-05T01:14:08+00:00,2021-08-05T01:14:08+00:00,2021-10-23T22:36:28+00:00,2021-10-23T22:36:28+00:00,322.0,322.0,True,UFC Fight Night: Costa vs. Vettori,23990.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Grant Dawson vs. Ricky Glenn,D/D,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Doug Crosby 28 - 29.Chris Lee 28 - 28.Ron McCarthy 28 - 28.,http://ufcstats.com/fight-details/9fe62ea683decc55,2021-10-23,-130,130,-138,138,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Costa vs. Vettori,Jessica-Rose Clark vs. Joselyne Edwards,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Ron McCarthy 27 - 30.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/69167b996ce7a7e4,2021-10-23,-150.0,130.0,-159.0,131.0,2021-10-06T02:20:07+00:00,2021-10-06T02:20:07+00:00,2021-10-23T21:34:28+00:00,2021-10-23T21:34:28+00:00,221.0,221.0,True,UFC Fight Night: Costa vs. Vettori,23872.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Alex Caceres vs. SeungWoo Choi,W/L,Featherweight Bout,Submission ,2,3:31,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/98842f17dfe4b4ef,2021-10-23,135,-135,143,-143,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Costa vs. Vettori,Francisco Trinaldo vs. Dwight Grant,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 27 - 29.Ron McCarthy 27 - 29.Sal D'amato 29 - 27.,http://ufcstats.com/fight-details/587d373f18f6c8c0,2021-10-23,-160.0,140.0,-134.0,111.0,2021-10-06T02:20:07+00:00,2021-10-06T02:20:07+00:00,2021-10-23T20:36:29+00:00,2021-10-23T20:36:29+00:00,119.0,119.0,True,UFC Fight Night: Costa vs. Vettori,24628.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Nicolae Negumereanu vs. Ike Villanueva,W/L,Light Heavyweight Bout,KO/TKO ,1,1:18,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/e078d18fa9ed100d,2021-10-23,-300.0,250.0,-244.0,195.0,2021-10-06T02:20:07+00:00,2021-10-06T02:20:07+00:00,2021-10-23T20:15:28+00:00,2021-10-23T20:15:28+00:00,105.0,105.0,True,UFC Fight Night: Costa vs. Vettori,24381.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,JunYong Park vs. Gregory Rodrigues,L/W,Middleweight Bout,KO/TKO ,2,3:13,3 Rnd (5-5-5),Keith Peterson,Punch to Head In Clinch ,http://ufcstats.com/fight-details/88256dd5a9aef1cc,2021-10-23,211,-211,172,-172,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Costa vs. Vettori,Mason Jones vs. David Onama,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 28 - 29.Eric Colon 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/d44d735e5079bfb8,2021-10-23,-700.0,450.0,-437.0,333.0,2021-10-19T23:40:08+00:00,2021-10-19T23:40:08+00:00,2021-10-23T19:20:28+00:00,2021-10-23T19:20:28+00:00,88.0,88.0,True,UFC Fight Night: Costa vs. Vettori,24957.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Tabatha Ricci vs. Maria Oliveira,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Junichiro Kamijo 27 - 30.Tony Weeks 27 - 30.Doug Crosby 27 - 30.,http://ufcstats.com/fight-details/1fe58cdab57d233b,2021-10-23,-127,127,-145,145,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Costa vs. Vettori,Jamie Pickett vs. Laureano Staropoli,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/85f920746c58d0a6,2021-10-23,200.0,-240.0,174.0,-211.0,2021-10-09T17:37:12+00:00,2021-10-09T17:37:12+00:00,2021-10-23T18:29:28+00:00,2021-10-23T18:29:28+00:00,99.0,99.0,True,UFC Fight Night: Costa vs. Vettori,24818.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Khama Worthy vs. Jai Herbert,L/W,Lightweight Bout,KO/TKO ,1,2:47,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground ,http://ufcstats.com/fight-details/6d7eecf4acecda2a,2021-10-23,-115.0,-105.0,145.0,-173.0,2021-10-06T02:20:07+00:00,2021-10-06T02:20:07+00:00,2021-10-23T18:12:28+00:00,2021-10-23T18:12:28+00:00,95.0,95.0,True,UFC Fight Night: Costa vs. Vettori,24773.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Jeff Molina vs. Daniel Lacerda,W/L,Flyweight Bout,KO/TKO ,2,0:46,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control ,http://ufcstats.com/fight-details/acec5f4c6fee1ae2,2021-10-23,-170.0,145.0,-164.0,137.0,2021-10-06T02:20:07+00:00,2021-10-06T02:20:07+00:00,2021-10-23T17:55:28+00:00,2021-10-23T17:55:28+00:00,98.0,98.0,True,UFC Fight Night: Costa vs. Vettori,23813.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Costa vs. Vettori,Livinha Souza vs. Randa Markos,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 27 - 30.Sal D'amato 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/61d9eff5fa4c8578,2021-10-23,-136,136,-111,111,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Costa vs. Vettori,Jonathan Martinez vs. Zviad Lazishvili,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 27 - 30.Doug Crosby 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/7151ae256e6c181b,2021-10-23,140.0,-170.0,-108.0,-112.0,2021-10-20T21:50:27+00:00,2021-10-20T21:50:27+00:00,2021-10-23T17:04:29+00:00,2021-10-23T17:04:29+00:00,144.0,144.0,True,UFC Fight Night: Costa vs. Vettori,24962.0,https://www.bestfightodds.com/events/ufc-fight-night-costa-vs-vettori-2203,False
UFC Fight Night: Ladd vs. Dumont,Aspen Ladd vs. Norma Dumont,L/W,Women's Featherweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Sal D'amato 46 - 49.Chris Lee 46 - 49.Junichiro Kamijo 47 - 48.,http://ufcstats.com/fight-details/330e67abac6e5ce7,2021-10-16,-160.0,140.0,-142.0,119.0,2021-10-07T12:08:06+00:00,2021-10-07T12:08:06+00:00,2021-10-17T01:11:28+00:00,2021-10-17T01:11:28+00:00,251.0,251.0,True,UFC Fight Night: Ladd vs. Dumont,24797.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Ladd vs. Dumont,Andrei Arlovski vs. Carlos Felipe,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Eric Colon 28 - 29.Doug Crosby 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/188b63ec6ee1c1c9,2021-10-16,-160.0,140.0,100.0,-121.0,2021-09-28T21:22:09+00:00,2021-09-28T21:22:09+00:00,2021-10-17T00:38:28+00:00,2021-10-17T00:38:28+00:00,278.0,278.0,True,UFC Fight Night: Ladd vs. Dumont,24453.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Ladd vs. Dumont,Jim Miller vs. Erick Gonzalez,W/L,Lightweight Bout,KO/TKO ,2,0:14,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/d9ca00b3c62a874d,2021-10-16,-185.0,160.0,-280.0,225.0,2021-10-07T21:00:08+00:00,2021-10-07T21:00:08+00:00,2021-10-17T00:15:28+00:00,2021-10-17T00:15:28+00:00,131.0,131.0,True,UFC Fight Night: Ladd vs. Dumont,24800.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Ladd vs. Dumont,Manon Fiorot vs. Mayra Bueno Silva,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 26 - 30.Eric Colon 27 - 30.Doug Crosby 27 - 30.,http://ufcstats.com/fight-details/b193e2317b21125c,2021-10-16,-102,102,-114,114,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Ladd vs. Dumont,Nate Landwehr vs. Ludovit Klein,W/L,Featherweight Bout,Submission ,3,2:22,3 Rnd (5-5-5),Herb Dean,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/a2e1116a9fe84aa9,2021-10-16,185.0,-220.0,289.0,-377.0,2021-09-28T21:22:09+00:00,2021-09-28T21:22:09+00:00,2021-10-16T23:14:28+00:00,2021-10-16T23:14:28+00:00,154.0,154.0,True,UFC Fight Night: Ladd vs. Dumont,24670.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Ladd vs. Dumont,Andrew Sanchez vs. Bruno Silva,L/W,Middleweight Bout,KO/TKO ,3,2:35,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance ,http://ufcstats.com/fight-details/fefa96b6d939ffea,2021-10-16,-120.0,100.0,131.0,-158.0,2021-09-28T21:22:09+00:00,2021-09-28T21:22:09+00:00,2021-10-16T22:37:28+00:00,2021-10-16T22:37:28+00:00,189.0,189.0,True,UFC Fight Night: Ladd vs. Dumont,24457.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Ladd vs. Dumont,Danny Roberts vs. Ramazan Emeev,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Rick Winter 28 - 29.Sal D'amato 29 - 28.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e3881a6895be3e9e,2021-10-16,250.0,-300.0,251.0,-322.0,2021-09-28T21:22:09+00:00,2021-09-28T21:22:09+00:00,2021-10-16T22:10:28+00:00,2021-10-16T22:10:28+00:00,177.0,177.0,True,UFC Fight Night: Ladd vs. Dumont,24671.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Ladd vs. Dumont,Loopy Godinez vs. Luana Carolina,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 28 - 29.Eric Colon 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/be8bee783d22bee2,2021-10-16,-135,135,-141,141,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Ladd vs. Dumont,Batgerel Danaa vs. Brandon Davis,W/L,Bantamweight Bout,KO/TKO ,1,2:01,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/cf020c71f1dbfa0b,2021-10-16,-113,113,-112,112,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Ladd vs. Dumont,Istela Nunes vs. Ariane Carnelossi,L/W,Women's Strawweight Bout,Submission ,3,2:57,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke ,http://ufcstats.com/fight-details/814d481e79e9a525,2021-10-16,150.0,-175.0,117.0,-141.0,2021-09-28T21:22:09+00:00,2021-09-28T21:22:09+00:00,2021-10-16T20:43:28+00:00,2021-10-16T20:43:28+00:00,164.0,164.0,True,UFC Fight Night: Ladd vs. Dumont,24454.0,https://www.bestfightodds.com/events/ufc-fight-night-ladd-vs-dumont-2178,False
UFC Fight Night: Dern vs. Rodriguez,Mackenzie Dern vs. Marina Rodriguez,L/W,Women's Strawweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Mike Bell 46 - 49.Sal D'amato 46 - 49.Junichiro Kamijo 46 - 49.,http://ufcstats.com/fight-details/149d6b90f33634a4,2021-10-09,-185.0,160.0,-196.0,163.0,2021-07-09T22:02:10+00:00,2021-07-09T22:02:10+00:00,2021-10-09T22:26:28+00:00,2021-10-09T22:26:28+00:00,208.0,208.0,True,UFC Fight Night: Dern vs. Rodriguez,23480.0,https://www.bestfightodds.com/events/ufc-fight-night-dern-vs-rodriguez-2173,False
UFC Fight Night: Dern vs. Rodriguez,Randy Brown vs. Jared Gooden,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Rick Winter 27 - 30.Sal D'amato 27 - 30.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/d5ffdb5388ffabc6,2021-10-09,-200.0,170.0,-277.0,222.0,2021-09-17T21:48:15+00:00,2021-09-17T21:48:15+00:00,2021-10-09T21:50:25+00:00,2021-10-09T21:50:25+00:00,132.0,132.0,True,UFC Fight Night: Dern vs. Rodriguez,24548.0,https://www.bestfightodds.com/events/ufc-fight-night-dern-vs-rodriguez-2173,False
UFC Fight Night: Dern vs. Rodriguez,Tim Elliott vs. Matheus Nicolau,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/20f19439e9b100b0,2021-10-09,135.0,-155.0,159.0,-191.0,2021-09-17T21:48:15+00:00,2021-09-17T21:48:15+00:00,2021-10-09T21:16:30+00:00,2021-10-09T21:16:30+00:00,150.0,150.0,True,UFC Fight Night: Dern vs. Rodriguez,23781.0,https://www.bestfightodds.com/events/ufc-fight-night-dern-vs-rodriguez-2173,False
UFC Fight Night: Dern vs. Rodriguez,Sabina Mazo vs. Mariya Agapova,L/W,Women's Flyweight Bout,Submission ,3,0:53,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/38957d8eb185391c,2021-10-09,-180.0,155.0,-190.0,157.0,2021-09-17T21:48:15+00:00,2021-09-17T21:48:15+00:00,2021-10-09T20:46:30+00:00,2021-10-09T20:46:30+00:00,168.0,168.0,True,UFC Fight Night: Dern vs. Rodriguez,23521.0,https://www.bestfightodds.com/events/ufc-fight-night-dern-vs-rodriguez-2173,False
UFC Fight Night: Dern vs. Rodriguez,Chris Gutierrez vs. Felipe Colares,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Sal D'amato 27 - 30.Rick Winter 29 - 28.,http://ufcstats.com/fight-details/6101249c2cdd1493,2021-10-09,-250.0,210.0,-263.0,211.0,2021-09-17T21:46:14+00:00,2021-09-17T21:46:14+00:00,2021-10-09T20:16:28+00:00,2021-10-09T20:16:28+00:00,141.0,141.0,True,UFC Fight Night: Dern vs. Rodriguez,23427.0,https://www.bestfightodds.com/events/ufc-fight-night-dern-vs-rodriguez-2173,False
UFC Fight Night: Dern vs. Rodriguez,Alexandr Romanov vs. Jared Vanderaa,W/L,Heavyweight Bout,KO/TKO ,2,4:43,3 Rnd (5-5-5),Mark Smith,Punches to Head From Mount ,http://ufcstats.com/fight-details/777c65184aa63894,2021-10-09,-204,204,-194,194,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Dern vs. Rodriguez,Charles Rosa vs. Damon Jackson,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 28 - 29.Mike Bell 27 - 29.Adalaide Byrd 27 - 30.,http://ufcstats.com/fight-details/df16b9c2fc9722e9,2021-10-09,-180.0,155.0,168.0,-203.0,2021-09-17T21:48:15+00:00,2021-09-17T21:48:15+00:00,2021-10-09T19:05:28+00:00,2021-10-09T19:05:28+00:00,175.0,175.0,True,UFC Fight Night: Dern vs. Rodriguez,24238.0,https://www.bestfightodds.com/events/ufc-fight-night-dern-vs-rodriguez-2173,False
UFC Fight Night: Dern vs. Rodriguez,Loopy Godinez vs. Silvana Gomez Juarez,W/L,Women's Strawweight Bout,Submission ,1,4:14,3 Rnd (5-5-5),Herb Dean,Armbar From Back Control ,http://ufcstats.com/fight-details/f526892a27b50576,2021-10-09,-107,107,-140,140,,,,,,,False,inferred_from_fighter_market_history,,,True
