EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fight_date,f1_open_odds,f2_open_odds,f1_close_odds,f2_close_odds,f1_open_odds_ts,f2_open_odds_ts,f1_close_odds_ts,f2_close_odds_ts,f1_odds_history_points,f2_odds_history_points,odds_matched,odds_event,odds_matchup_id,odds_source_url,odds_inferred
UFC Fight Night: Lawler vs. Dos Anjos,Jordan Mein vs. Erick Silva,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Greg Jackson 26 - 30.Chris Lee 27 - 30.Jason Rodgers 27 - 30.,http://ufcstats.com/fight-details/a6fbd8964400dd89,2017-12-16,-155.0,115.0,-160.0,141.0,2017-12-12T14:45:09+00:00,2017-12-12T14:45:09+00:00,2017-12-16T21:42:11+00:00,2017-12-16T21:42:11+00:00,25.0,25.0,True,UFC on FOX 26: Lawler vs. Dos Anjos,14802.0,https://www.bestfightodds.com/events/ufc-on-fox-26-lawler-vs-dos-anjos-1365,False
UFC Fight Night: Swanson vs. Ortega,Cub Swanson vs. Brian Ortega,L/W,Featherweight Bout,Submission ,2,3:22,5 Rnd (5-5-5-5-5),Mike Beltran,Guillotine Choke Standing ,http://ufcstats.com/fight-details/1d166488129030d0,2017-12-09,-150.0,110.0,-103.0,-116.0,2017-11-15T04:21:23+00:00,2017-11-15T04:21:23+00:00,2017-12-10T05:51:06+00:00,2017-12-10T05:51:06+00:00,50.0,50.0,True,UFC Fight Night 123: Swanson vs. Ortega,14710.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Jason Knight vs. Gabriel Benitez,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 26 - 30.Marcos Rosales 26 - 30.Wade Vierra 27 - 29.,http://ufcstats.com/fight-details/0a444f30cae13d8f,2017-12-09,-260.0,180.0,-325.0,270.0,2017-12-03T23:39:13+00:00,2017-12-03T23:39:13+00:00,2017-12-10T05:15:12+00:00,2017-12-10T05:15:12+00:00,40.0,40.0,True,UFC Fight Night 123: Swanson vs. Ortega,14971.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Marlon Moraes vs. Aljamain Sterling,W/L,Bantamweight Bout,KO/TKO ,1,1:07,3 Rnd (5-5-5),Mike Bell,Knee to Head At Distance ,http://ufcstats.com/fight-details/1aaa1a9ceecd6063,2017-12-09,-175.0,135.0,-146.0,131.0,2017-12-03T23:42:32+00:00,2017-12-03T23:42:32+00:00,2017-12-10T04:48:09+00:00,2017-12-10T04:48:09+00:00,41.0,41.0,True,UFC Fight Night 123: Swanson vs. Ortega,15007.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Scott Holtzman vs. Darrell Horcher,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 27 - 30.Ron McCarthy 27 - 30.Jason McCoy 27 - 30.,http://ufcstats.com/fight-details/6fe21a4cb2d839fd,2017-12-09,-105.0,-135.0,-147.0,128.0,2017-12-03T23:42:32+00:00,2017-12-03T23:42:32+00:00,2017-12-10T04:27:06+00:00,2017-12-10T04:27:06+00:00,27.0,27.0,True,UFC Fight Night 123: Swanson vs. Ortega,14660.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Eryk Anders vs. Markus Perez,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Ron McCarthy 26 - 30.Abe Belardo 25 - 30.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/c9e19742c4146bff,2017-12-09,-315.0,235.0,-455.0,373.0,2017-12-03T23:42:32+00:00,2017-12-03T23:42:32+00:00,2017-12-10T03:54:20+00:00,2017-12-10T03:54:20+00:00,38.0,38.0,True,UFC Fight Night 123: Swanson vs. Ortega,14926.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Albert Morales vs. Benito Lopez,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Bell,Marcos Rosales 27 - 30.Derek Cleary 28 - 29.Wade Vierra 28 - 29.,http://ufcstats.com/fight-details/bc84680df666c96d,2017-12-09,-120.0,-120.0,105.0,-124.0,2017-12-03T23:42:32+00:00,2017-12-03T23:42:32+00:00,2017-12-10T03:23:02+00:00,2017-12-10T03:23:02+00:00,20.0,20.0,True,UFC Fight Night 123: Swanson vs. Ortega,14839.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Alexis Davis vs. Liz Carmouche,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Derek Cleary 28 - 29.Jason McCoy 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/10a1947cb3feabc1,2017-12-09,100.0,-140.0,109.0,-129.0,2017-12-05T17:54:07+00:00,2017-12-05T17:54:07+00:00,2017-12-10T02:41:03+00:00,2017-12-10T02:41:03+00:00,36.0,36.0,True,UFC Fight Night 123: Swanson vs. Ortega,14704.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Luke Sanders vs. Andre Soukhamthath,L/W,Bantamweight Bout,KO/TKO ,2,1:06,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head At Distance ,http://ufcstats.com/fight-details/fbce8f52689bce87,2017-12-09,-280.0,200.0,-340.0,280.0,2017-12-05T17:54:07+00:00,2017-12-05T17:54:07+00:00,2017-12-10T02:09:12+00:00,2017-12-10T02:09:12+00:00,31.0,31.0,True,UFC Fight Night 123: Swanson vs. Ortega,15026.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Carls John De Tomas vs. Alex Perez,L/W,Bantamweight Bout,Submission ,2,1:54,3 Rnd (5-5-5),Mark Lawley,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/061081f46950fdb0,2017-12-09,180.0,-260.0,333.0,-410.0,2017-12-05T17:54:07+00:00,2017-12-05T17:54:07+00:00,2017-12-10T01:39:06+00:00,2017-12-10T01:39:06+00:00,43.0,43.0,True,UFC Fight Night 123: Swanson vs. Ortega,14702.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Frankie Saenz vs. Merab Dvalishvili,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Derek Cleary 29 - 28.Ron McCarthy 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/ab853176cfe20b01,2017-12-09,110.0,-150.0,165.0,-190.0,2017-12-05T17:57:08+00:00,2017-12-05T17:57:08+00:00,2017-12-10T01:09:05+00:00,2017-12-10T01:09:05+00:00,24.0,24.0,True,UFC Fight Night 123: Swanson vs. Ortega,14881.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Alejandro Perez vs. Iuri Alcantara,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Abe Belardo 27 - 30.Wade Vierra 28 - 29.Jason McCoy 28 - 29.,http://ufcstats.com/fight-details/1ed266bed8005bbe,2017-12-09,160.0,-210.0,158.0,-180.0,2017-12-05T17:57:08+00:00,2017-12-05T17:57:08+00:00,2017-12-10T00:39:05+00:00,2017-12-10T00:39:05+00:00,17.0,17.0,True,UFC Fight Night 123: Swanson vs. Ortega,15017.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Chris Gruetzemacher vs. Davi Ramos,L/W,Lightweight Bout,Submission ,3,0:50,3 Rnd (5-5-5),Mark Lawley,Rear Naked Choke ,http://ufcstats.com/fight-details/f9536ea60551b840,2017-12-09,140.0,-180.0,323.0,-392.0,2017-12-05T17:57:08+00:00,2017-12-05T17:57:08+00:00,2017-12-10T00:09:15+00:00,2017-12-10T00:09:15+00:00,36.0,36.0,True,UFC Fight Night 123: Swanson vs. Ortega,14746.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC Fight Night: Swanson vs. Ortega,Antonio Braga Neto vs. Trevin Giles,L/W,Middleweight Bout,KO/TKO ,3,2:27,3 Rnd (5-5-5),Frank Trigg,Punches to Head At Distance ,http://ufcstats.com/fight-details/7a57289563f9d974,2017-12-09,145.0,-185.0,238.0,-277.0,2017-12-05T17:57:08+00:00,2017-12-05T17:57:08+00:00,2017-12-09T23:42:06+00:00,2017-12-09T23:42:06+00:00,15.0,15.0,True,UFC Fight Night 123: Swanson vs. Ortega,14701.0,https://www.bestfightodds.com/events/ufc-fight-night-123-swanson-vs-ortega-1386,False
UFC 218: Holloway vs. Aldo 2,Max Holloway vs. Jose Aldo,W/L,UFC Featherweight Title Bout,KO/TKO ,3,4:51,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/21f7fc538ea646e8,2017-12-02,-270.0,190.0,-262.0,223.0,2017-11-15T04:21:23+00:00,2017-11-15T04:21:23+00:00,2017-12-03T05:18:32+00:00,2017-12-03T05:18:32+00:00,55.0,55.0,True,UFC 218: Holloway vs. Aldo 2,14972.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Alistair Overeem vs. Francis Ngannou,L/W,Heavyweight Bout,KO/TKO ,1,1:42,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/4712708adb1507aa,2017-12-02,170.0,-230.0,198.0,-225.0,2017-11-27T00:27:04+00:00,2017-11-27T00:27:04+00:00,2017-12-03T04:51:35+00:00,2017-12-03T04:51:35+00:00,66.0,66.0,True,UFC 218: Holloway vs. Aldo 2,14686.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Henry Cejudo vs. Sergio Pettis,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30.Sal D'amato 27 - 30.Roy Silbert 27 - 30.,http://ufcstats.com/fight-details/cc2809e10315a6b5,2017-12-02,-385.0,265.0,-301.0,253.0,2017-11-27T00:27:04+00:00,2017-11-27T00:27:04+00:00,2017-12-03T04:27:06+00:00,2017-12-03T04:27:06+00:00,42.0,42.0,True,UFC 218: Holloway vs. Aldo 2,14707.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Eddie Alvarez vs. Justin Gaethje,W/L,Lightweight Bout,KO/TKO ,3,3:59,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/23e5acd1549b538a,2017-12-02,175.0,-245.0,154.0,-176.0,2017-11-27T00:27:04+00:00,2017-11-27T00:27:04+00:00,2017-12-03T03:54:36+00:00,2017-12-03T03:54:36+00:00,49.0,49.0,True,UFC 218: Holloway vs. Aldo 2,14254.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Tecia Pennington vs. Michelle Waterson-Gomez,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Bryan Miner 27 - 30.Eric Colon 28 - 29.Roy Silbert 28 - 29.,http://ufcstats.com/fight-details/ea674e0285fb77f5,2017-12-02,113,-113,-123,123,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 218: Holloway vs. Aldo 2,Charles Oliveira vs. Paul Felder,L/W,Lightweight Bout,KO/TKO ,2,4:06,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head From Guard ,http://ufcstats.com/fight-details/c83487136636e9bf,2017-12-02,130.0,-170.0,-134.0,114.0,2017-11-28T17:48:06+00:00,2017-11-28T17:48:06+00:00,2017-12-03T02:42:05+00:00,2017-12-03T02:42:05+00:00,46.0,46.0,True,UFC 218: Holloway vs. Aldo 2,14910.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Alex Oliveira vs. Yancy Medeiros,L/W,Welterweight Bout,KO/TKO ,3,2:02,3 Rnd (5-5-5),BobbyWombacher,Punches to Head At Distance ,http://ufcstats.com/fight-details/54c5284c1b792912,2017-12-02,-215.0,165.0,-380.0,313.0,2017-11-28T17:51:11+00:00,2017-11-28T17:51:11+00:00,2017-12-03T02:12:06+00:00,2017-12-03T02:12:06+00:00,43.0,43.0,True,UFC 218: Holloway vs. Aldo 2,14720.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,David Teymur vs. Drakkar Klose,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30.Chris Lee 27 - 30.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/676320a61f800f10,2017-12-02,-170.0,130.0,-127.0,108.0,2017-11-28T17:54:08+00:00,2017-11-28T17:54:08+00:00,2017-12-03T01:39:06+00:00,2017-12-03T01:39:06+00:00,43.0,43.0,True,UFC 218: Holloway vs. Aldo 2,14721.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Felice Herrig vs. Cortney Casey,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),BobbyWombacher,Sal D'amato 28 - 29.Roy Silbert 29 - 28.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/1a502852b706f674,2017-12-02,-135.0,-105.0,-120.0,100.0,2017-11-28T17:51:11+00:00,2017-11-28T17:51:11+00:00,2017-12-03T01:09:32+00:00,2017-12-03T01:09:32+00:00,43.0,43.0,True,UFC 218: Holloway vs. Aldo 2,14494.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Amanda Cooper vs. Angela Magana,W/L,Women's Strawweight Bout,KO/TKO ,2,4:34,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control ,http://ufcstats.com/fight-details/6c25f8fd66f16d7e,2017-12-02,-350.0,250.0,-515.0,403.0,2017-11-28T17:54:08+00:00,2017-11-28T17:54:08+00:00,2017-12-03T00:39:32+00:00,2017-12-03T00:39:32+00:00,28.0,28.0,True,UFC 218: Holloway vs. Aldo 2,14762.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Sabah Homasi vs. Abdul Razak Alhassan,L/W,Welterweight Bout,KO/TKO ,1,4:21,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/6aea6d3e6944999c,2017-12-02,211,-211,208,-208,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 218: Holloway vs. Aldo 2,Jeremy Kimball vs. Dominick Reyes,L/W,Light Heavyweight Bout,Submission ,1,3:39,3 Rnd (5-5-5),BobbyWombacher,Rear Naked Choke ,http://ufcstats.com/fight-details/a3b7cbdb6d2607f4,2017-12-02,285.0,-405.0,400.0,-512.0,2017-11-28T17:51:11+00:00,2017-11-28T17:51:11+00:00,2017-12-02T23:42:32+00:00,2017-12-02T23:42:32+00:00,15.0,15.0,True,UFC 218: Holloway vs. Aldo 2,14764.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
UFC 218: Holloway vs. Aldo 2,Justin Willis vs. Allen Crowder,W/L,Heavyweight Bout,KO/TKO ,1,2:33,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/40d9b5b47acf260b,2017-12-02,-210.0,160.0,-230.0,193.0,2017-11-28T17:51:11+00:00,2017-11-28T17:51:11+00:00,2017-12-02T23:27:32+00:00,2017-12-02T23:27:32+00:00,12.0,12.0,True,UFC 218: Holloway vs. Aldo 2,14911.0,https://www.bestfightodds.com/events/ufc-218-holloway-vs-aldo-2-1368,False
The Ultimate Fighter: A New World Champion Finale,Nicco Montano vs. Roxanne Modafferi,W/L,UFC Women's Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Derek Cleary 45 - 50.Jeff Mullen 46 - 49.Junichiro Kamijo 46 - 49.,http://ufcstats.com/fight-details/2f1f16c86a8cc6e2,2017-12-01,-124,124,-111,111,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Sean O'Malley vs. Terrion Ware,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29.Dave Hagen 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/c11b2cbe2460db0c,2017-12-01,-236,236,-306,306,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Barb Honchak vs. Lauren Murphy,L/W,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 28 - 29.Jeff Mullen 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/dd0c8e9880c6fa24,2017-12-01,-141,141,-143,143,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Eric Spicely vs. Gerald Meerschaert,L/W,Middleweight Bout,KO/TKO ,2,2:18,3 Rnd (5-5-5),Herb Dean,Kick to Body At Distance ,http://ufcstats.com/fight-details/52db9c816eb99800,2017-12-01,113,-113,121,-121,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,DeAnna Bennett vs. Melinda Fabian,D/D,Women's Flyweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),John McCarthy,Point Deducted: Holding Fence by FabianTony Weeks 27 - 29.Glenn Trowbridge 28 - 28.Jeff Mullen 28 - 28.,http://ufcstats.com/fight-details/c4785ee94698e532,2017-12-01,-202,202,-131,131,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Joe Soto vs. Brett Johns,L/W,Bantamweight Bout,Submission ,1,0:30,3 Rnd (5-5-5),Mark Smith,Calf Slicer On Ground ,http://ufcstats.com/fight-details/37835a0f9bbb4d4e,2017-12-01,124,-124,122,-122,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Christina Marks vs. Montana De La Rosa,L/W,Women's Flyweight Bout,Submission ,1,2:00,3 Rnd (5-5-5),Chris Tognoni,Armbar On Ground ,http://ufcstats.com/fight-details/f9830f1c23ac92d0,2017-12-01,-101,101,106,-106,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,L/W,Middleweight Bout,KO/TKO ,3,0:58,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/b40bed83fc062380,2017-12-01,-111,111,-147,147,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Karine Gevorgyan vs. Rachael Ostovich,L/W,Women's Flyweight Bout,Submission ,1,1:40,3 Rnd (5-5-5),Chris Tognoni,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/8b79a80f775d9f03,2017-12-01,-112,112,-129,129,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Ariel Beck vs. Shana Dobson,L/W,Women's Flyweight Bout,KO/TKO ,2,2:53,3 Rnd (5-5-5),Mark Smith,Punch to Head In Clinch ,http://ufcstats.com/fight-details/f0e0effb1b2de6ae,2017-12-01,-148,148,-126,126,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: A New World Champion Finale,Gillian Robertson vs. Emily Whitmire,W/L,Women's Flyweight Bout,Submission ,1,2:12,3 Rnd (5-5-5),Chris Tognoni,Armbar On Ground ,http://ufcstats.com/fight-details/1eccf793b54b84f8,2017-12-01,-104,104,-109,109,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Bisping vs. Gastelum,Michael Bisping vs. Kelvin Gastelum,L/W,Middleweight Bout,KO/TKO ,1,2:30,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/32ad75f6c8ca7e9f,2017-11-25,170.0,-230.0,234.0,-275.0,2017-11-15T04:18:18+00:00,2017-11-15T04:18:18+00:00,2017-11-25T13:03:13+00:00,2017-11-25T13:03:13+00:00,50.0,50.0,True,UFC Fight Night 122: Bisping vs. Gastelum,14973.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Bisping vs. Gastelum,Li Jingliang vs. Zak Ottow,W/L,Welterweight Bout,KO/TKO ,1,2:57,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/52bae6f01ea9f926,2017-11-25,-170.0,130.0,-205.0,175.0,2017-11-19T00:36:12+00:00,2017-11-19T00:36:12+00:00,2017-11-25T11:12:09+00:00,2017-11-25T11:12:09+00:00,18.0,18.0,True,UFC Fight Night 122: Bisping vs. Gastelum,14857.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Bisping vs. Gastelum,Wang Guan vs. Alex Caceres,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Christopher Shen 28 - 29.Kon Papaioannou 29 - 28.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/62eaf9f2436bef25,2017-11-25,155.0,-195.0,115.0,-135.0,2017-11-19T00:36:12+00:00,2017-11-19T00:36:12+00:00,2017-11-25T10:33:14+00:00,2017-11-25T10:33:14+00:00,32.0,32.0,True,UFC Fight Night 122: Bisping vs. Gastelum,14858.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Bisping vs. Gastelum,Muslim Salikhov vs. Alex Garcia,L/W,Welterweight Bout,Submission ,2,3:22,3 Rnd (5-5-5),John Sharp,Rear Naked Choke ,http://ufcstats.com/fight-details/9f428684f3db247f,2017-11-25,-180.0,140.0,-227.0,190.0,2017-11-19T00:36:12+00:00,2017-11-19T00:36:12+00:00,2017-11-25T11:54:08+00:00,2017-11-25T11:54:08+00:00,27.0,27.0,True,UFC Fight Night 122: Bisping vs. Gastelum,14909.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Bisping vs. Gastelum,Zabit Magomedsharipov vs. Sheymon Moraes,W/L,Featherweight Bout,Submission ,3,4:30,3 Rnd (5-5-5),Marc Goddard,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/4ba97e13df33388b,2017-11-25,-405.0,285.0,-474.0,375.0,2017-11-21T16:45:08+00:00,2017-11-21T16:45:08+00:00,2017-11-25T10:27:09+00:00,2017-11-25T10:27:09+00:00,18.0,18.0,True,UFC Fight Night 122: Bisping vs. Gastelum,14726.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Bisping vs. Gastelum,Song Kenan vs. Bobby Nash,W/L,Welterweight Bout,KO/TKO ,1,0:15,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/43ae6a9daa51ed93,2017-11-25,-102,102,119,-119,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Bisping vs. Gastelum,Kailin Curran vs. Yan Xiaonan,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Barry Foley 28 - 29.Kon Papaioannou 28 - 29.Albert Shen 27 - 30.,http://ufcstats.com/fight-details/47628ab025f19796,2017-11-25,-109,109,-107,107,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Bisping vs. Gastelum,Song Yadong vs. Bharat Kandare,W/L,Featherweight Bout,Submission ,1,4:16,3 Rnd (5-5-5),John Sharp,Guillotine Choke From Front Headlock ,http://ufcstats.com/fight-details/c8609059d2d87724,2017-11-25,-110,110,-113,113,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Bisping vs. Gastelum,Chase Sherman vs. Shamil Abdurakhimov,L/W,Heavyweight Bout,KO/TKO ,1,1:24,3 Rnd (5-5-5),Steve Perceval,Punches to Head At Distance ,http://ufcstats.com/fight-details/4d5c3ddc740b89ca,2017-11-25,-120.0,-120.0,113.0,-132.0,2017-11-21T16:48:11+00:00,2017-11-21T16:48:11+00:00,2017-11-25T10:03:11+00:00,2017-11-25T10:03:11+00:00,28.0,28.0,True,UFC Fight Night 122: Bisping vs. Gastelum,14725.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Bisping vs. Gastelum,Wu Yanan vs. Gina Mazany,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Evan Field 27 - 30.Kon Papaioannou 27 - 30.Christopher Shen 27 - 30.,http://ufcstats.com/fight-details/e5fbb99bc3907516,2017-11-25,-128,128,-102,102,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Bisping vs. Gastelum,Wulijiburen vs. Rolando Dy,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Albert Shen 27 - 30.Charlie Keech 28 - 29.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/903feee04bc91c59,2017-11-25,-117,117,-121,121,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Bisping vs. Gastelum,Cyril Asker vs. Hu Yaozong,W/L,Heavyweight Bout,Submission ,2,2:33,3 Rnd (5-5-5),Thomas Fan,Rear Naked Choke ,http://ufcstats.com/fight-details/34c39a5a5917e0ec,2017-11-25,-245.0,175.0,-238.0,202.0,2017-11-21T17:15:07+00:00,2017-11-21T17:15:07+00:00,2017-11-25T08:42:07+00:00,2017-11-25T08:42:07+00:00,10.0,10.0,True,UFC Fight Night 122: Bisping vs. Gastelum,15014.0,https://www.bestfightodds.com/events/ufc-fight-night-122-bisping-vs-gastelum-1363,False
UFC Fight Night: Werdum vs. Tybura,Fabricio Werdum vs. Marcin Tybura,W/L,Heavyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Leon Roberts,Anthony Dimitriou 45 - 50.Kon Papaioannou 45 - 50.Charlie Keech 46 - 49.,http://ufcstats.com/fight-details/4b0aa5c67e69ce74,2017-11-18,-265.0,185.0,-300.0,250.0,2017-11-12T20:09:06+00:00,2017-11-12T20:09:06+00:00,2017-11-19T05:54:18+00:00,2017-11-19T05:54:18+00:00,33.0,33.0,True,UFC Fight Night 121: Werdum vs. Tybura,14760.0,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,False
