outcome,wins_f1,losses_f1,draws_f1,height_cm_f1,weight_in_kg_f1,reach_in_cm_f1,significant_strikes_landed_per_minute_f1,significant_striking_accuracy_f1,significant_strikes_absorbed_per_minute_f1,significant_strike_defence_f1,average_takedowns_landed_per_15_minutes_f1,takedown_accuracy_f1,takedown_defense_f1,average_submissions_attempted_per_15_minutes_f1,age_f1,stance_Open Stance_f1,stance_Orthodox_f1,stance_Sideways_f1,stance_Southpaw_f1,stance_Switch_f1,stance_Unknown_f1,rolling_win_rate_f1,wins_f2,losses_f2,draws_f2,height_cm_f2,weight_in_kg_f2,reach_in_cm_f2,significant_strikes_landed_per_minute_f2,significant_striking_accuracy_f2,significant_strikes_absorbed_per_minute_f2,significant_strike_defence_f2,average_takedowns_landed_per_15_minutes_f2,takedown_accuracy_f2,takedown_defense_f2,average_submissions_attempted_per_15_minutes_f2,age_f2,stance_Open Stance_f2,stance_Orthodox_f2,stance_Sideways_f2,stance_Southpaw_f2,stance_Switch_f2,stance_Unknown_f2,rolling_win_rate_f2,diff_wins,diff_losses,diff_draws,diff_height_cm,diff_weight_in_kg,diff_reach_in_cm,diff_significant_strikes_landed_per_minute,diff_significant_striking_accuracy,diff_significant_strikes_absorbed_per_minute,diff_significant_strike_defence,diff_average_takedowns_landed_per_15_minutes,diff_takedown_accuracy,diff_takedown_defense,diff_average_submissions_attempted_per_15_minutes,diff_age,diff_rolling_win_rate
0,5,3,0,190.5,113.4,203.2,4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0,46.0,0,1,0,0,0,0,0.3333333333333333,8,4,0,190.5,92.99,193.04,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0,38.0,0,1,0,0,0,0,0.3333333333333333,-3,-1,0,0.0,20.41000000000001,10.159999999999997,0.22999999999999998,-1.0,1.58,0.0,2.02,30.0,-31.0,1.0,8.0,0.0
0,24,9,1,193.04,104.78,195.58,3.59,52.0,2.64,55.0,1.75,31.0,31.0,1.2,48.0,0,1,0,0,0,0,0.6,20,5,0,193.04,108.86,203.2,4.67,52.0,4.01,52.0,1.74,34.0,65.0,0.0,43.0,0,1,0,0,0,0,0.8,4,4,1,0.0,-4.079999999999998,-7.619999999999976,-1.08,0.0,-1.3699999999999997,3.0,0.010000000000000009,-3.0,-34.0,1.2,5.0,-0.20000000000000007
1,26,10,1,185.42,83.91,182.88,2.53,47.0,2.83,62.0,2.57,39.0,57.0,1.3,46.0,0,1,0,0,0,0,0.6,26,14,1,182.88,83.91,187.96,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,49.0,0,0,0,1,0,0,0.6,0,-4,0,2.539999999999992,0.0,-5.0800000000000125,0.9399999999999997,1.0,0.0,12.0,1.5499999999999998,-21.0,4.0,0.7000000000000001,-3.0,0.0
1,21,2,1,172.72,65.77,172.72,7.28,52.0,2.25,64.0,0.66,55.0,94.0,0.4,40.0,0,1,0,0,0,0,0.8,10,7,1,175.26,61.23,167.64,7.56,40.0,8.41,51.0,0.0,0.0,62.0,0.0,43.0,0,1,0,0,0,0,0.6,11,-5,0,-2.539999999999992,4.539999999999999,5.0800000000000125,-0.27999999999999936,12.0,-6.16,13.0,0.66,55.0,32.0,0.4,-3.0,0.20000000000000007
1,27,14,1,185.42,92.99,193.04,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7,44.0,0,1,0,0,0,0,0.2,14,5,0,190.5,92.99,200.66,4.43,46.0,2.22,59.0,4.89,50.0,83.0,0.0,36.0,0,1,0,0,0,0,0.8,13,9,1,-5.0800000000000125,0.0,-7.6200000000000045,-0.8599999999999999,4.0,0.5699999999999998,-5.0,-2.88,-2.0,-34.0,0.7,8.0,-0.6000000000000001
0,15,8,0,180.34,83.91,182.88,3.04,48.0,3.95,50.0,1.22,50.0,62.0,0.8,35.0,0,1,0,0,0,0,0.4,18,12,0,182.88,83.91,182.88,5.35,48.0,4.59,44.0,0.13,22.0,50.0,0.3,36.0,0,0,0,1,0,0,0.6,-3,-4,0,-2.539999999999992,0.0,0.0,-2.3099999999999996,0.0,-0.6399999999999997,6.0,1.0899999999999999,28.0,12.0,0.5,-1.0,-0.19999999999999996
1,28,11,0,185.42,77.11,182.88,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,48.0,0,0,0,1,0,0,0.6,26,19,0,182.88,77.11,190.5,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,45.0,0,1,0,0,0,0,0.8,2,-8,0,2.539999999999992,0.0,-7.6200000000000045,-1.9599999999999997,-12.0,-0.8500000000000001,8.0,0.8100000000000003,-22.0,-2.0,-0.30000000000000004,3.0,-0.20000000000000007
1,22,11,0,187.96,92.99,193.04,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1,42.0,0,1,0,0,0,0,0.4,35,19,2,182.88,83.91,187.96,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,47.0,0,1,0,0,0,0,0.8,-13,-8,-2,5.0800000000000125,9.079999999999998,5.079999999999984,1.0100000000000002,-1.0,0.25,-2.0,-0.9900000000000001,-18.0,-5.0,-0.7000000000000001,-5.0,-0.4
1,28,9,0,175.26,77.11,177.8,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,47.0,0,0,0,1,0,0,0.6,15,8,1,177.8,70.31,190.5,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,38.0,0,1,0,0,0,0,0.0,13,1,-1,-2.5400000000000205,6.799999999999997,-12.699999999999989,-1.2300000000000004,8.0,-3.0,13.0,0.6499999999999999,-8.0,-13.0,-0.19999999999999996,9.0,0.6
1,31,9,0,160.02,61.23,170.18,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,35.0,0,1,0,0,0,0,0.8,22,10,0,172.72,61.23,180.34,5.11,45.0,3.53,57.0,0.7,29.0,37.0,0.3,38.0,0,1,0,0,0,0,0.6,9,-1,0,-12.699999999999989,0.0,-10.159999999999997,0.25,-5.0,0.7399999999999998,-1.0,-0.1399999999999999,29.0,30.0,0.3,-3.0,0.20000000000000007
1,23,10,0,187.96,92.99,190.5,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,49.0,0,0,0,1,0,0,0.2,10,7,0,187.96,92.99,193.04,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,45.0,0,1,0,0,0,0,0.8,13,3,0,0.0,0.0,-2.539999999999992,-1.8299999999999996,-15.0,-1.0100000000000002,4.0,-3.85,3.0,34.0,0.7000000000000001,4.0,-0.6000000000000001
1,21,7,1,180.34,70.31,182.88,4.1,49.0,3.55,59.0,1.68,40.0,64.0,0.6,36.0,0,1,0,0,0,0,0.8,20,6,1,172.72,70.31,172.72,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,35.0,0,1,0,0,0,0,0.8,1,1,0,7.6200000000000045,0.0,10.159999999999997,0.9299999999999997,10.0,0.48,-4.0,-0.44999999999999996,1.0,-36.0,0.6,1.0,0.0
1,47,19,1,193.04,120.2,203.2,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,45.0,0,1,0,0,0,0,0.4,34,24,2,190.5,108.86,195.58,3.82,45.0,3.22,57.0,0.37,35.0,76.0,0.2,47.0,0,1,0,0,0,0,0.8,13,-5,-1,2.539999999999992,11.340000000000003,7.619999999999976,-0.1499999999999999,19.0,-0.7800000000000002,0.0,1.0499999999999998,20.0,-3.0,0.6000000000000001,-2.0,-0.4
0,19,12,1,193.04,119.75,208.28,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,46.0,0,1,0,0,0,0,0.0,33,13,0,210.82,120.2,213.36,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,38.0,0,1,0,0,0,0,0.4,-14,-1,1,-17.78,-0.45000000000000284,-5.0800000000000125,-0.22999999999999998,-2.0,-0.9500000000000002,4.0,0.2599999999999999,-17.0,11.0,-0.8999999999999999,8.0,-0.4
0,18,4,0,180.34,77.11,185.42,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,34.0,0,1,0,0,0,0,0.4,19,6,1,180.34,77.11,182.88,1.77,61.0,3.06,48.0,2.0,52.0,68.0,1.0,37.0,0,0,0,0,1,0,0.6,-1,-2,-1,0.0,0.0,2.539999999999992,1.9899999999999998,-19.0,0.2799999999999998,10.0,-1.8,-32.0,7.0,-1.0,-3.0,-0.19999999999999996
1,10,5,0,175.26,61.23,180.34,2.57,46.0,2.0,65.0,0.0,0.0,65.0,0.4,42.0,0,1,0,0,0,0,0.8,3,2,0,160.02,52.16,182.88,3.68,49.0,4.64,56.0,0.0,0.0,33.0,0.0,41.0,0,1,0,0,0,0,0.0,7,3,0,15.23999999999998,9.07,-2.539999999999992,-1.1100000000000003,-3.0,-2.6399999999999997,9.0,0.0,0.0,32.0,0.4,1.0,0.8
1,31,11,0,190.5,92.99,195.58,4.36,54.0,2.59,47.0,2.05,37.0,53.0,1.2,34.0,0,1,0,0,0,0,0.4,19,7,1,185.42,92.99,190.5,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,46.0,0,1,0,0,0,0,0.6,12,4,-1,5.0800000000000125,0.0,5.0800000000000125,1.5900000000000003,2.0,-0.48,-12.0,-0.17000000000000037,13.0,-30.0,1.2,-12.0,-0.19999999999999996
1,16,10,0,160.02,52.16,162.56,5.54,42.0,5.77,56.0,0.36,23.0,74.0,0.2,40.0,0,1,0,0,0,0,0.4,7,6,0,167.64,52.16,162.56,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3,45.0,0,1,0,0,0,0,0.5,9,4,0,-7.619999999999976,0.0,0.0,1.85,-7.0,0.14999999999999947,6.0,0.02999999999999997,19.0,-6.0,-0.09999999999999998,-5.0,-0.09999999999999998
1,24,4,0,172.72,70.31,185.42,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,39.0,0,1,0,0,0,0,0.8,12,3,0,177.8,70.31,177.8,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1,38.0,0,1,0,0,0,0,0.6,12,1,0,-5.0800000000000125,0.0,7.619999999999976,0.28,-19.0,0.41000000000000014,14.0,1.35,-10.0,6.0,-1.0,1.0,0.20000000000000007
1,14,5,0,195.58,83.91,200.66,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0,44.0,0,1,0,0,0,0,0.8,13,6,0,185.42,83.91,182.88,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,43.0,0,0,0,1,0,0,0.25,1,-1,0,10.160000000000025,0.0,17.78,-1.1800000000000002,-3.0,0.08000000000000007,-5.0,1.7200000000000002,42.0,32.0,0.09999999999999998,1.0,0.55
0,10,5,0,180.34,70.31,185.42,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0,41.0,0,1,0,0,0,0,0.4,19,7,0,167.64,65.77,177.8,3.67,35.0,4.52,59.0,1.07,36.0,43.0,0.1,41.0,0,1,0,0,0,0,0.6,-9,-2,0,12.700000000000017,4.540000000000006,7.619999999999976,-0.6699999999999999,5.0,-0.7799999999999994,1.0,-0.6500000000000001,-3.0,7.0,0.9,0.0,-0.19999999999999996
0,13,3,0,180.34,70.31,185.42,2.02,47.0,1.98,62.0,2.89,35.0,37.0,1.2,42.0,0,1,0,0,0,0,0.5,14,6,0,180.34,70.31,185.42,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,47.0,0,1,0,0,0,0,0.4,-1,-3,0,0.0,0.0,0.0,-0.48999999999999977,1.0,-1.33,-4.0,-0.2799999999999998,2.0,-52.0,0.7,-5.0,0.09999999999999998
1,36,5,1,162.56,56.7,160.02,3.77,47.0,2.13,63.0,1.61,40.0,61.0,0.1,35.0,0,1,0,0,0,0,1.0,16,13,0,162.56,56.7,162.56,3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6,46.0,0,1,0,0,0,0,0.4,20,-8,1,0.0,0.0,-2.539999999999992,0.20999999999999996,6.0,-1.6600000000000001,5.0,0.8300000000000001,13.0,8.0,-1.5,-11.0,0.6
1,22,6,1,187.96,77.11,187.96,2.6,54.0,2.44,52.0,1.25,37.0,63.0,0.4,34.0,0,0,0,1,0,0,1.0,9,5,0,185.42,77.11,200.66,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,37.0,0,1,0,0,0,0,0.0,13,1,1,2.5400000000000205,0.0,-12.699999999999989,2.12,31.0,-0.08999999999999986,13.0,-2.8200000000000003,-15.0,35.0,0.4,-3.0,1.0
1,21,6,2,177.8,56.7,180.34,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2,36.0,0,0,0,1,0,0,0.4,12,7,0,172.72,56.7,182.88,1.8,38.0,4.28,38.0,0.0,0.0,67.0,0.4,39.0,0,1,0,0,0,0,0.3333333333333333,9,-1,2,5.0800000000000125,0.0,-2.539999999999992,0.3600000000000001,3.0,-1.7800000000000002,12.0,3.03,43.0,-26.0,0.7999999999999999,-3.0,0.06666666666666671
1,28,1,1,193.04,112.49,213.36,4.38,58.0,2.24,64.0,1.89,45.0,95.0,0.5,38.0,0,1,0,0,0,0,1.0,27,18,0,190.5,92.99,203.2,3.03,47.0,3.33,47.0,1.09,36.0,67.0,0.5,43.0,0,0,0,1,0,0,0.6,1,-17,1,2.539999999999992,19.5,10.160000000000025,1.35,11.0,-1.0899999999999999,17.0,0.7999999999999998,9.0,28.0,0.0,-5.0,0.4
1,27,3,1,160.02,56.7,167.64,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,39.0,0,1,0,0,0,0,0.8,16,6,0,162.56,61.23,162.56,3.83,47.0,3.84,57.0,1.78,29.0,72.0,0.1,39.0,0,1,0,0,0,0,0.4,11,-3,1,-2.539999999999992,-4.529999999999994,5.079999999999984,-0.3999999999999999,7.0,-2.1799999999999997,10.0,1.57,27.0,-7.0,0.4,0.0,0.4
0,24,10,0,177.8,70.31,182.88,3.05,47.0,3.44,54.0,0.61,50.0,60.0,1.1,39.0,0,1,0,0,0,0,0.6,24,14,0,180.34,70.31,190.5,4.14,44.0,4.68,55.0,0.43,50.0,73.0,0.1,40.0,0,1,0,0,0,0,0.8,0,-4,0,-2.539999999999992,0.0,-7.6200000000000045,-1.0899999999999999,3.0,-1.2399999999999998,-1.0,0.18,0.0,-13.0,1.0,-1.0,-0.20000000000000007
1,27,9,0,182.88,83.91,185.42,4.39,43.0,3.36,59.0,0.73,38.0,82.0,0.0,35.0,0,1,0,0,0,0,0.8,21,9,1,182.88,83.91,195.58,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,43.0,0,1,0,0,0,0,0.6,6,0,-1,0.0,0.0,-10.160000000000025,1.2899999999999996,-4.0,0.8799999999999999,2.0,-1.8199999999999998,4.0,5.0,-0.5,-8.0,0.20000000000000007
1,21,6,1,180.34,65.77,180.34,4.65,46.0,3.78,52.0,0.71,29.0,59.0,0.6,33.0,0,1,0,0,0,0,0.8,25,13,1,180.34,65.77,187.96,3.88,37.0,4.34,50.0,2.32,46.0,71.0,0.2,35.0,0,1,0,0,0,0,0.8,-4,-7,0,0.0,0.0,-7.6200000000000045,0.7700000000000005,9.0,-0.56,2.0,-1.6099999999999999,-17.0,-12.0,0.39999999999999997,-2.0,0.0
1,18,5,0,167.64,56.7,175.26,3.88,37.0,2.91,65.0,0.85,40.0,67.0,0.4,32.0,0,1,0,0,0,0,0.8,9,3,0,170.18,56.7,172.72,2.4,43.0,2.64,48.0,1.04,18.0,53.0,0.3,45.0,0,1,0,0,0,0,0.3333333333333333,9,2,0,-2.5400000000000205,0.0,2.539999999999992,1.48,-6.0,0.27,17.0,-0.19000000000000006,22.0,14.0,0.10000000000000003,-13.0,0.46666666666666673
1,18,8,0,185.42,77.11,187.96,3.18,39.0,3.73,50.0,0.24,9.0,57.0,0.2,38.0,0,0,0,1,0,0,0.6,14,9,0,177.8,77.11,187.96,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0,38.0,0,1,0,0,0,0,0.25,4,-1,0,7.619999999999976,0.0,0.0,0.8600000000000003,-10.0,1.31,0.0,-2.71,-33.0,-19.0,0.2,0.0,0.35
1,20,8,0,154.94,52.16,160.02,2.19,39.0,2.87,54.0,3.28,36.0,47.0,0.3,38.0,0,1,0,0,0,0,0.8,9,5,0,165.1,52.16,165.1,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,44.0,0,1,0,0,0,0,0.6,11,3,0,-10.159999999999997,0.0,-5.079999999999984,0.25,-5.0,0.7600000000000002,-1.0,1.5599999999999998,5.0,-23.0,0.3,-6.0,0.20000000000000007
0,15,5,0,182.88,70.31,195.58,2.35,42.0,3.46,47.0,2.68,42.0,76.0,0.3,35.0,0,1,0,0,0,0,0.5,13,5,0,190.5,70.31,193.04,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7,39.0,0,1,0,0,0,0,0.4,2,0,0,-7.6200000000000045,0.0,2.5400000000000205,-1.7799999999999998,3.0,0.1499999999999999,-13.0,2.42,9.0,19.0,-0.39999999999999997,-4.0,0.09999999999999998
1,13,10,1,195.58,113.4,195.58,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,42.0,0,0,0,1,0,0,0.4,12,3,0,190.5,111.13,182.88,4.15,43.0,7.32,40.0,3.97,100.0,16.0,0.0,37.0,0,1,0,0,0,0,0.0,1,7,1,5.0800000000000125,2.2700000000000102,12.700000000000017,-1.1000000000000005,-4.0,-3.99,14.0,-3.68,-72.0,54.0,0.1,5.0,0.4
1,22,10,1,185.42,114.76,190.5,3.7,57.0,2.9,51.0,1.4,45.0,59.0,0.5,40.0,0,1,0,0,0,0,0.6,11,6,0,187.96,92.99,195.58,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,39.0,0,1,0,0,0,0,0.4,11,4,1,-2.5400000000000205,21.77000000000001,-5.0800000000000125,0.3400000000000003,15.0,-0.54,-5.0,0.3799999999999999,10.0,-1.0,0.5,1.0,0.19999999999999996
0,28,12,0,175.26,70.31,180.34,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,40.0,0,1,0,0,0,0,0.2,18,8,0,175.26,77.11,195.58,3.88,42.0,3.6,50.0,3.18,43.0,75.0,0.8,33.0,0,1,0,0,0,0,0.6,10,4,0,0.0,-6.799999999999997,-15.240000000000009,-0.96,2.0,-1.3000000000000003,13.0,-1.87,-3.0,-9.0,0.0,7.0,-0.39999999999999997
1,33,9,0,187.96,92.99,193.04,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9,46.0,0,1,0,0,0,0,0.8,19,8,1,182.88,92.99,190.5,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,46.0,0,1,0,0,0,0,0.8,14,1,-1,5.0800000000000125,0.0,2.539999999999992,1.5899999999999999,12.0,2.01,-12.0,-0.8700000000000001,-11.0,-13.0,0.9,0.0,0.0
1,15,8,0,165.1,56.7,165.1,3.5,41.0,3.38,63.0,1.47,48.0,62.0,0.3,33.0,0,1,0,0,0,0,1.0,15,8,0,154.94,52.16,152.4,4.73,48.0,3.48,61.0,0.56,14.0,62.0,0.1,36.0,0,1,0,0,0,0,0.2,0,0,0,10.159999999999997,4.540000000000006,12.699999999999989,-1.2300000000000004,-7.0,-0.10000000000000009,2.0,0.9099999999999999,34.0,0.0,0.19999999999999998,-3.0,0.8
1,29,0,0,177.8,70.31,177.8,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8,37.0,0,1,0,0,0,0,1.0,13,4,0,177.8,70.31,177.8,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7,38.0,0,0,0,1,0,0,0.3333333333333333,16,-4,0,0.0,0.0,0.0,2.05,4.0,-2.46,26.0,4.970000000000001,-2.0,37.0,0.10000000000000009,-1.0,0.6666666666666667
1,31,14,0,172.72,65.77,177.8,4.84,51.0,3.99,59.0,1.0,50.0,63.0,0.4,42.0,0,1,0,0,0,0,0.6,23,6,1,172.72,70.31,175.26,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,41.0,0,1,0,0,0,0,0.4,8,8,-1,0.0,-4.540000000000006,2.5400000000000205,2.76,10.0,0.6800000000000002,4.0,-1.5,11.0,-13.0,-0.09999999999999998,1.0,0.19999999999999996
0,23,8,1,177.8,70.31,182.88,3.78,49.0,2.62,57.0,2.11,38.0,82.0,0.8,36.0,0,0,0,1,0,0,0.8,20,7,0,185.42,77.11,190.5,2.02,40.0,1.73,57.0,3.11,47.0,65.0,1.0,38.0,0,0,0,1,0,0,0.6,3,1,1,-7.619999999999976,-6.799999999999997,-7.6200000000000045,1.7599999999999998,9.0,0.8900000000000001,0.0,-1.0,-9.0,17.0,-0.19999999999999996,-2.0,0.20000000000000007
0,11,6,1,165.1,61.23,162.56,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,42.0,0,1,0,0,0,0,0.4,16,10,0,170.18,61.23,170.18,4.1,49.0,3.32,61.0,0.83,27.0,62.0,0.6,37.0,0,1,0,0,0,0,0.8,-5,-4,1,-5.0800000000000125,0.0,-7.6200000000000045,0.27000000000000046,-6.0,1.6099999999999999,-5.0,-0.43999999999999995,-9.0,23.0,-0.6,5.0,-0.4
0,23,14,0,180.34,77.11,190.5,4.5,36.0,3.65,60.0,1.78,24.0,70.0,0.5,41.0,0,1,0,0,0,0,0.2,31,9,0,182.88,77.11,185.42,4.78,41.0,4.68,61.0,0.6,27.0,71.0,0.0,39.0,0,1,0,0,0,0,0.8,-8,5,0,-2.539999999999992,0.0,5.0800000000000125,-0.28000000000000025,-5.0,-1.0299999999999998,-1.0,1.1800000000000002,-3.0,-1.0,0.5,2.0,-0.6000000000000001
0,20,8,0,190.5,77.11,198.12,4.39,47.0,3.35,53.0,0.71,34.0,74.0,0.5,35.0,0,1,0,0,0,0,1.0,6,0,1,177.8,77.11,180.34,1.25,54.0,1.47,58.0,4.8,52.0,66.0,0.4,35.0,0,1,0,0,0,0,0.5,14,8,-1,12.699999999999989,0.0,17.78,3.1399999999999997,-7.0,1.8800000000000001,-5.0,-4.09,-18.0,8.0,0.09999999999999998,0.0,0.5
1,22,12,0,160.02,61.23,167.64,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,41.0,0,1,0,0,0,0,0.6,15,10,1,165.1,61.23,170.18,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,44.0,0,1,0,0,0,0,0.8,7,2,-1,-5.079999999999984,0.0,-2.5400000000000205,1.0700000000000003,-1.0,0.75,6.0,-2.55,-6.0,13.0,-0.7,-3.0,-0.20000000000000007
0,6,4,0,180.34,83.91,198.12,2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0,38.0,0,0,0,0,1,0,0.25,13,8,0,185.42,83.91,198.12,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,41.0,0,0,0,1,0,0,0.4,-7,-4,0,-5.079999999999984,0.0,0.0,0.5500000000000003,6.0,0.26000000000000023,2.0,-1.75,-20.0,-47.0,-0.5,-3.0,-0.15000000000000002
1,25,10,1,180.34,77.11,185.42,4.16,41.0,3.56,55.0,0.79,20.0,67.0,0.4,39.0,0,1,0,0,0,0,0.6,21,6,1,182.88,83.91,185.42,2.97,34.0,2.84,55.0,2.58,45.0,65.0,0.2,38.0,0,1,0,0,0,0,0.6,4,4,0,-2.539999999999992,-6.799999999999997,0.0,1.19,7.0,0.7200000000000002,0.0,-1.79,-25.0,2.0,0.2,1.0,0.0
0,39,14,0,193.04,120.2,198.12,3.71,42.0,4.63,47.0,0.68,34.0,70.0,0.4,44.0,0,1,0,0,0,0,0.6,21,9,0,193.04,107.95,195.58,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,42.0,0,1,0,0,0,0,0.6,18,5,0,0.0,12.25,2.539999999999992,-0.7800000000000002,-5.0,1.2999999999999998,-9.0,0.38000000000000006,-16.0,-11.0,0.30000000000000004,2.0,0.0
1,29,13,1,190.5,117.93,200.66,2.46,49.0,2.57,39.0,0.55,26.0,52.0,0.0,41.0,0,1,0,0,0,0,0.8,17,11,0,187.96,109.77,193.04,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,46.0,0,1,0,0,0,0,0.0,12,2,1,2.539999999999992,8.16000000000001,7.6200000000000045,0.33999999999999986,4.0,-0.3700000000000001,-18.0,-2.25,-13.0,-14.0,-1.1,-5.0,0.8
1,17,3,0,193.04,113.4,210.82,2.33,41.0,2.16,41.0,0.76,62.0,71.0,0.3,39.0,0,1,0,0,0,0,1.0,19,6,1,193.04,120.2,203.2,4.18,52.0,2.76,53.0,5.12,47.0,35.0,0.0,35.0,0,1,0,0,0,0,0.6,-2,-3,-1,0.0,-6.799999999999997,7.6200000000000045,-1.8499999999999996,-11.0,-0.5999999999999996,-12.0,-4.36,15.0,36.0,0.3,4.0,0.4
1,12,4,0,190.5,120.2,195.58,3.43,45.0,3.08,44.0,1.09,24.0,69.0,0.0,41.0,0,0,0,1,0,0,0.6,27,11,0,190.5,112.94,198.12,3.56,48.0,3.26,55.0,1.3,33.0,70.0,0.1,40.0,0,1,0,0,0,0,0.8,-15,-7,0,0.0,7.260000000000005,-2.539999999999992,-0.1299999999999999,-3.0,-0.17999999999999972,-11.0,-0.20999999999999996,-9.0,-1.0,-0.1,1.0,-0.20000000000000007
0,28,13,1,182.88,92.99,187.96,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,47.0,0,1,0,0,0,0,0.6,29,11,2,187.96,92.99,198.12,3.55,50.0,3.14,52.0,0.98,48.0,69.0,0.4,43.0,0,1,0,0,0,0,0.8,-1,2,-1,-5.0800000000000125,0.0,-10.159999999999997,-1.2999999999999998,-5.0,1.1199999999999997,-12.0,-0.10999999999999999,-19.0,-18.0,-0.2,4.0,-0.20000000000000007
1,11,6,0,170.18,56.7,170.18,4.42,33.0,4.89,51.0,0.7,24.0,42.0,0.6,34.0,0,1,0,0,0,0,0.6,5,2,0,160.02,52.16,182.88,2.5,50.0,3.07,52.0,0.85,100.0,40.0,1.7,32.0,0,1,0,0,0,0,0.0,6,4,0,10.159999999999997,4.540000000000006,-12.699999999999989,1.92,-17.0,1.8199999999999998,-1.0,-0.15000000000000002,-76.0,2.0,-1.1,2.0,0.6
0,24,6,12,180.34,77.11,187.96,3.88,43.0,3.51,52.0,0.9,26.0,59.0,0.1,41.0,0,1,0,0,0,0,0.4,25,7,0,182.88,92.99,190.5,2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,41.0,0,0,0,1,0,0,0.8,-1,-1,12,-2.539999999999992,-15.879999999999995,-2.539999999999992,0.9199999999999999,8.0,0.5999999999999996,-3.0,0.28,-2.0,-7.0,-0.5,0.0,-0.4
0,9,3,0,165.1,61.23,182.88,0.11,7.0,7.36,31.0,0.0,0.0,0.0,12.1,39.0,0,1,0,0,0,0,0.0,23,9,1,167.64,61.23,170.18,3.45,35.0,3.18,61.0,0.54,22.0,70.0,0.3,36.0,0,1,0,0,0,0,0.8,-14,-6,-1,-2.539999999999992,0.0,12.699999999999989,-3.3400000000000003,-28.0,4.18,-30.0,-0.54,-22.0,-70.0,11.799999999999999,3.0,-0.8
1,27,6,0,175.26,70.31,185.42,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,37.0,0,1,0,0,0,0,0.8,14,8,0,175.26,70.31,177.8,3.34,47.0,3.74,59.0,0.91,54.0,34.0,0.1,39.0,0,1,0,0,0,0,0.2,13,-2,0,0.0,0.0,7.619999999999976,-0.3599999999999999,-8.0,-0.7100000000000004,5.0,0.43000000000000005,9.0,54.0,-0.1,-2.0,0.6000000000000001
