event,date,fighter1,fighter2,f1_open,f2_open,f1_close,f2_close,f1_odds,f2_odds,f1_open_ts,f2_open_ts,f1_close_ts,f2_close_ts,f1_history_points,f2_history_points,f1_books,f2_books,matchup_id,source_url
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Mac Danzig,Melvin Guillard,100,-140,140,-160,140,-160,2013-07-04T17:30:07+00:00,2013-07-04T17:30:07+00:00,2013-07-27T22:45:36+00:00,2013-07-27T22:45:36+00:00,35,35,0,0,6868,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Jorge Masvidal,Michael Chiesa,-210,160,-285,243,-285,243,2013-07-04T17:30:07+00:00,2013-07-04T17:30:07+00:00,2013-07-27T23:27:18+00:00,2013-07-27T23:27:18+00:00,16,16,0,0,7027,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Bobby Voelker,Robbie Lawler,250,-350,308,-370,308,-370,2013-07-12T17:58:02+00:00,2013-07-12T17:58:02+00:00,2013-07-28T00:33:12+00:00,2013-07-28T00:33:12+00:00,27,27,0,0,7239,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Germaine de Randamie,Julie Kedzie,115,-155,-185,163,-185,163,2013-07-22T23:39:09+00:00,2013-07-22T23:39:09+00:00,2013-07-27T20:57:38+00:00,2013-07-27T20:57:38+00:00,40,40,0,0,6978,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,John Albert,Yaotzin Meza,-175,135,-222,193,-222,193,2013-07-22T23:39:09+00:00,2013-07-22T23:39:09+00:00,2013-07-27T19:57:42+00:00,2013-07-27T19:57:42+00:00,12,12,0,0,7026,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Ed Herman,Trevor Smith,-350,250,-187,163,-187,163,2013-07-22T23:39:09+00:00,2013-07-22T23:39:09+00:00,2013-07-27T19:54:55+00:00,2013-07-27T19:54:55+00:00,23,23,0,0,7028,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Aaron Riley,Justin Salas,150,-190,208,-242,208,-242,2013-07-22T23:39:09+00:00,2013-07-22T23:39:09+00:00,2013-07-27T20:15:28+00:00,2013-07-27T20:15:28+00:00,24,24,0,0,7029,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Danny Castillo,Tim Means,-165,125,-277,238,-277,238,2013-07-22T23:39:09+00:00,2013-07-22T23:39:09+00:00,2013-07-27T23:09:18+00:00,2013-07-27T23:09:18+00:00,32,32,0,0,7240,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC on FOX 8: Johnson vs. Moraga,2013-07-27,Daron Cruickshank,Yves Edwards,-165,125,-182,155,-182,155,2013-07-22T23:39:09+00:00,2013-07-22T23:39:09+00:00,2013-07-27T22:18:10+00:00,2013-07-27T22:18:10+00:00,39,39,0,0,7281,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
UFC 162: Silva vs. Weidman,2013-07-06,Anderson Silva,Chris Weidman,-215,165,-244,205,-244,205,2013-03-08T17:45:05+00:00,2013-03-08T17:45:05+00:00,2013-07-07T03:51:06+00:00,2013-07-07T03:51:06+00:00,109,109,0,0,6514,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Cub Swanson,Dennis Siver,-185,145,-181,161,-181,161,2013-04-11T23:20:04+00:00,2013-04-11T23:20:04+00:00,2013-07-06T21:33:21+00:00,2013-07-06T21:33:21+00:00,33,33,0,0,6834,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Charles Oliveira,Frankie Edgar,200,-280,435,-592,435,-592,2013-04-12T22:00:06+00:00,2013-04-12T22:00:06+00:00,2013-07-07T03:39:22+00:00,2013-07-07T03:39:22+00:00,31,31,0,0,6833,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Mark Munoz,Tim Boetsch,-120,-120,-105,-115,-105,-115,2013-06-18T21:54:09+00:00,2013-06-18T21:54:09+00:00,2013-07-07T02:39:45+00:00,2013-07-07T02:39:45+00:00,47,47,0,0,6726,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Roger Gracie,Tim Kennedy,-120,-120,138,-157,138,-157,2013-06-18T21:57:08+00:00,2013-06-18T21:57:08+00:00,2013-07-07T03:06:28+00:00,2013-07-07T03:06:28+00:00,32,32,0,0,6718,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Andrew Craig,Chris Leben,-140,100,-155,135,-155,135,2013-07-01T23:50:06+00:00,2013-07-01T23:50:06+00:00,2013-07-07T01:24:23+00:00,2013-07-07T01:24:23+00:00,19,19,0,0,6770,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Brian Melancon,Seth Baczynski,150,-190,248,-290,248,-290,2013-07-01T23:50:06+00:00,2013-07-01T23:50:06+00:00,2013-07-05T16:30:11+00:00,2013-07-05T16:30:11+00:00,13,13,0,0,6771,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,David Mitchell,Mike Pierce,315,-445,508,-655,508,-655,2013-07-01T23:50:06+00:00,2013-07-01T23:50:06+00:00,2013-07-06T23:03:09+00:00,2013-07-06T23:03:09+00:00,23,23,0,0,6905,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Kazuki Tokudome,Norman Parke,100,-140,121,-140,121,-140,2013-07-01T23:50:06+00:00,2013-07-01T23:50:06+00:00,2013-07-07T00:51:07+00:00,2013-07-07T00:51:07+00:00,30,30,0,0,7001,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Edson Barboza,Rafaello Oliveira,-535,355,-607,470,-607,470,2013-07-01T23:50:06+00:00,2013-07-01T23:50:06+00:00,2013-07-07T00:03:32+00:00,2013-07-07T00:03:32+00:00,14,14,0,0,7086,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 162: Silva vs. Weidman,2013-07-06,Dave Herman,Gabriel Gonzaga,160,-210,143,-167,143,-167,2013-07-01T23:50:06+00:00,2013-07-01T23:50:06+00:00,2013-07-07T00:36:06+00:00,2013-07-07T00:36:06+00:00,32,32,0,0,7087,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
UFC 161: Evans vs. Henderson,2013-06-15,Dan Henderson,Rashad Evans,100,-140,168,-195,168,-195,2013-03-14T22:15:04+00:00,2013-03-14T22:15:04+00:00,2013-06-16T03:57:34+00:00,2013-06-16T03:57:34+00:00,44,44,0,0,6716,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Jake Shields,Tyron Woodley,130,-170,183,-212,183,-212,2013-04-10T23:15:06+00:00,2013-04-10T23:15:06+00:00,2013-06-16T01:36:20+00:00,2013-06-16T01:36:20+00:00,47,47,0,0,6717,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Pat Barry,Shawn Jordan,-175,135,-108,-110,-108,-110,2013-05-15T20:45:06+00:00,2013-05-15T20:45:06+00:00,2013-06-16T02:12:20+00:00,2013-06-16T02:12:20+00:00,44,44,0,0,6724,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Roy Nelson,Stipe Miocic,-260,180,-272,230,-272,230,2013-05-29T23:05:04+00:00,2013-05-29T23:05:04+00:00,2013-06-16T03:27:09+00:00,2013-06-16T03:27:09+00:00,34,34,0,0,7063,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Igor Pokrajac,Ryan Jimmo,175,-245,265,-310,265,-310,2013-06-08T16:55:22+00:00,2013-06-08T16:55:22+00:00,2013-06-16T02:57:05+00:00,2013-06-16T02:57:05+00:00,20,20,0,0,6754,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Alexis Davis,Rosi Sexton,-380,260,-485,403,-485,403,2013-06-08T17:00:27+00:00,2013-06-08T17:00:27+00:00,2013-06-16T02:27:14+00:00,2013-06-16T02:27:14+00:00,19,19,0,0,6873,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Edwin Figueroa,Roland Delorme,120,-160,126,-145,126,-145,2013-06-11T16:20:10+00:00,2013-06-11T16:20:10+00:00,2013-06-16T00:06:10+00:00,2013-06-16T00:06:10+00:00,42,42,0,0,6871,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,James Krause,Sam Stout,185,-265,253,-297,253,-297,2013-06-11T16:20:10+00:00,2013-06-11T16:20:10+00:00,2013-06-16T01:06:05+00:00,2013-06-16T01:06:05+00:00,28,28,0,0,7129,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Kenny Robertson,Sean Pierson,110,-150,-142,123,-142,123,2013-06-11T16:20:10+00:00,2013-06-11T16:20:10+00:00,2013-06-16T00:36:16+00:00,2013-06-16T00:36:16+00:00,40,40,0,0,7130,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,John Maguire,Mitch Clarke,-245,175,-260,220,-260,220,2013-06-11T16:25:11+00:00,2013-06-11T16:25:11+00:00,2013-06-15T22:09:18+00:00,2013-06-15T22:09:18+00:00,21,21,0,0,6755,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC 161: Evans vs. Henderson,2013-06-15,Dustin Pague,Yves Jabouin,250,-350,293,-345,293,-345,2013-06-11T16:25:11+00:00,2013-06-11T16:25:11+00:00,2013-06-15T22:21:09+00:00,2013-06-15T22:21:09+00:00,12,12,0,0,6872,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Antonio Rodrigo Nogueira,Fabricio Werdum,140,-180,230,-270,230,-270,2013-04-08T19:40:06+00:00,2013-04-08T19:40:06+00:00,2013-06-09T02:55:20+00:00,2013-06-09T02:55:20+00:00,32,32,0,0,6772,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Leo Santos,William Macario,-265,185,-155,135,-155,135,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-09T02:20:07+00:00,2013-06-09T02:20:07+00:00,23,23,0,0,7101,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Rafael Cavalcante,Thiago Silva,-150,110,-212,183,-212,183,2013-04-09T21:25:06+00:00,2013-04-09T21:25:06+00:00,2013-06-09T01:35:18+00:00,2013-06-09T01:35:18+00:00,33,33,0,0,6725,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Erick Silva,Jason High,-305,225,-417,345,-417,345,2013-05-15T20:51:41+00:00,2013-05-15T20:51:41+00:00,2013-06-08T20:30:11+00:00,2013-06-08T20:30:11+00:00,26,26,0,0,7030,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Mike Wilkinson,Rony Jason,225,-305,285,-337,285,-337,2013-06-01T16:50:35+00:00,2013-06-01T16:50:35+00:00,2013-06-08T16:40:22+00:00,2013-06-08T16:40:22+00:00,12,12,0,0,6875,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Daniel Sarafian,Eddie Mendez,-270,190,-445,370,-445,370,2013-06-01T16:50:35+00:00,2013-06-01T16:50:35+00:00,2013-06-08T18:50:10+00:00,2013-06-08T18:50:10+00:00,13,13,0,0,6878,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Caio Magalhaes,Karlos Vemola,145,-185,110,-130,110,-130,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-08T20:20:22+00:00,2013-06-08T20:20:22+00:00,12,12,0,0,6774,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Mizuto Hirota,Rodrigo Damm,-130,-110,138,-157,138,-157,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-08T22:00:25+00:00,2013-06-08T22:00:25+00:00,31,31,0,0,6877,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Felipe Arantes,Godofredo Castro,-160,120,-222,193,-222,193,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-08T22:45:20+00:00,2013-06-08T22:45:20+00:00,18,18,0,0,6879,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Anthony Smith,Antonio Braga Neto,170,-230,213,-247,213,-247,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-08T20:55:37+00:00,2013-06-08T20:55:37+00:00,18,18,0,0,6880,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Raphael Assuncao,Vaughan Lee,-420,300,-427,353,-427,353,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-08T22:45:20+00:00,2013-06-08T22:45:20+00:00,25,25,0,0,7058,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC on FUEL TV 10: Nogueira vs. Werdum 2,2013-06-08,Ildemar Alcantara,Leandro Silva,-150,110,-175,155,-175,155,2013-06-04T16:25:18+00:00,2013-06-04T16:25:18+00:00,2013-06-08T22:30:23+00:00,2013-06-08T22:30:23+00:00,15,15,0,0,7059,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
UFC 160: Velasquez vs. Silva II,2013-05-25,Antonio Silva,Cain Velasquez,400,-600,535,-702,535,-702,2013-02-25T23:20:03+00:00,2013-02-25T23:20:03+00:00,2013-05-26T00:50:04+00:00,2013-05-26T00:50:04+00:00,23,23,0,0,6581,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Junior Dos Santos,Mark Hunt,-460,320,-462,385,-462,385,2013-03-12T21:00:06+00:00,2013-03-12T21:00:06+00:00,2013-05-26T03:25:06+00:00,2013-05-26T03:25:06+00:00,37,37,0,0,6739,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Glover Teixeira,James Te Huna,-315,235,-402,343,-402,343,2013-03-26T21:30:05+00:00,2013-03-26T21:30:05+00:00,2013-05-26T03:00:05+00:00,2013-05-26T03:00:05+00:00,25,25,0,0,6753,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Gray Maynard,T.J. Grant,-245,175,-146,128,-146,128,2013-03-28T23:55:04+00:00,2013-03-28T23:55:04+00:00,2013-05-26T02:40:05+00:00,2013-05-26T02:40:05+00:00,37,37,0,0,6610,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Donald Cerrone,K.J. Noons,-275,195,-275,234,-275,234,2013-04-24T21:50:05+00:00,2013-04-24T21:50:05+00:00,2013-05-25T22:45:39+00:00,2013-05-25T22:45:39+00:00,17,17,0,0,6589,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Abel Trujillo,Khabib Nurmagomedov,250,-350,258,-302,258,-302,2013-05-15T20:50:05+00:00,2013-05-15T20:50:05+00:00,2013-05-26T00:05:05+00:00,2013-05-26T00:05:05+00:00,27,27,0,0,6612,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Mike Pyle,Rick Story,160,-210,140,-160,140,-160,2013-05-15T20:50:05+00:00,2013-05-15T20:50:05+00:00,2013-05-26T01:35:05+00:00,2013-05-26T01:35:05+00:00,20,20,0,0,6900,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Colton Smith,Robert Whittaker,-130,-110,-149,130,-149,130,2013-05-21T14:55:04+00:00,2013-05-21T14:55:04+00:00,2013-05-26T00:35:05+00:00,2013-05-26T00:35:05+00:00,31,31,0,0,6720,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Dennis Bermudez,Max Holloway,-210,160,-309,258,-309,258,2013-05-21T14:55:04+00:00,2013-05-21T14:55:04+00:00,2013-05-26T00:55:05+00:00,2013-05-26T00:55:05+00:00,24,24,0,0,6832,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Estevan Payan,Jeremy Stephens,170,-230,160,-184,160,-184,2013-05-21T15:00:07+00:00,2013-05-21T15:00:07+00:00,2013-05-25T22:30:07+00:00,2013-05-25T22:30:07+00:00,20,20,0,0,6796,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Brian Bowles,George Roop,-380,260,-292,248,-292,248,2013-05-21T15:00:07+00:00,2013-05-21T15:00:07+00:00,2013-05-25T23:00:08+00:00,2013-05-25T23:00:08+00:00,13,13,0,0,6831,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC 160: Velasquez vs. Silva II,2013-05-25,Nah-Shon Burrell,Stephen Thompson,130,-170,158,-177,158,-177,2013-05-21T15:00:07+00:00,2013-05-21T15:00:07+00:00,2013-05-25T23:20:39+00:00,2013-05-25T23:20:39+00:00,19,19,0,0,6947,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Luke Rockhold,Vitor Belfort,100,-140,-105,-110,-105,-110,2013-03-02T21:25:04+00:00,2013-03-02T21:25:04+00:00,2013-05-19T02:30:48+00:00,2013-05-19T02:30:48+00:00,49,49,0,0,6504,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Evan Dunham,Rafael Dos Anjos,140,-180,185,-210,185,-210,2013-04-23T23:40:04+00:00,2013-04-23T23:40:04+00:00,2013-05-19T01:35:07+00:00,2013-05-19T01:35:07+00:00,22,22,0,0,6858,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Chris Camozzi,Ronaldo Souza,425,-675,463,-587,463,-587,2013-05-10T01:10:05+00:00,2013-05-10T01:10:05+00:00,2013-05-19T02:15:06+00:00,2013-05-19T02:15:06+00:00,9,9,0,0,6996,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Hacran Dias,Nik Lentz,115,-155,-107,-108,-107,-108,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-19T00:25:40+00:00,2013-05-19T00:25:40+00:00,39,39,0,0,6859,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Francisco Trinaldo,Mike Rio,-385,265,-320,280,-320,280,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-19T00:05:05+00:00,2013-05-19T00:05:05+00:00,15,15,0,0,6860,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Gleison Tibau,John Cholish,-260,180,-252,223,-252,223,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-18T22:45:45+00:00,2013-05-18T22:45:45+00:00,35,35,0,0,6864,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Joao Zeferino,Rafael Natal,250,-350,270,-310,270,-310,2013-05-14T15:35:04+00:00,2013-05-14T15:35:04+00:00,2013-05-19T01:10:04+00:00,2013-05-19T01:10:04+00:00,9,9,0,0,6997,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Azamat Gashimov,John Lineker,150,-190,-122,108,-122,108,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T21:25:09+00:00,2013-05-18T21:25:09+00:00,32,32,0,0,6862,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Fabio Maldonado,Roger Hollett,-245,175,-265,235,-265,235,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T22:00:06+00:00,2013-05-18T22:00:06+00:00,10,10,0,0,6863,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Chris Cariaso,Jussier da Silva,155,-195,153,-167,153,-167,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T20:55:43+00:00,2013-05-18T20:55:43+00:00,27,27,0,0,6865,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Jeremy Larsen,Lucas Martins,130,-170,280,-322,280,-322,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T18:15:53+00:00,2013-05-18T18:15:53+00:00,13,13,0,0,6866,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Iliarde Santos,Yuri Alcantara,265,-385,425,-537,425,-537,2013-05-14T15:35:05+00:00,2013-05-14T15:35:05+00:00,2013-05-18T14:15:05+00:00,2013-05-18T14:15:05+00:00,7,7,0,0,6945,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC on FX 8: Belfort vs. Rockhold,2013-05-18,Michel Prazeres,Paulo Thiago,160,-210,175,-195,175,-195,2013-05-14T15:40:12+00:00,2013-05-14T15:40:12+00:00,2013-05-18T23:05:49+00:00,2013-05-18T23:05:49+00:00,17,17,0,0,6946,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
UFC 159: Jones vs. Sonnen,2013-04-27,Chael Sonnen,Jon Jones,575,-750,655,-849,655,-849,2012-10-16T21:50:34+00:00,2012-10-16T21:50:34+00:00,2013-04-28T03:55:53+00:00,2013-04-28T03:55:53+00:00,26,26,0,0,5912,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Alan Belcher,Michael Bisping,150,-190,160,-175,160,-175,2013-03-12T20:15:04+00:00,2013-03-12T20:15:04+00:00,2013-04-28T03:25:05+00:00,2013-04-28T03:25:05+00:00,22,22,0,0,6519,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Phil Davis,Vinny Magalhaes,-300,220,-285,250,-285,250,2013-03-13T22:15:05+00:00,2013-03-13T22:15:05+00:00,2013-04-28T02:06:23+00:00,2013-04-28T02:06:23+00:00,29,29,0,0,6517,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Cheick Kongo,Roy Nelson,170,-230,208,-237,208,-237,2013-03-30T20:35:04+00:00,2013-03-30T20:35:04+00:00,2013-04-28T03:10:09+00:00,2013-04-28T03:10:09+00:00,28,28,0,0,6516,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Jim Miller,Pat Healy,-305,225,-266,235,-266,235,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-28T02:10:11+00:00,2013-04-28T02:10:11+00:00,19,19,0,0,6518,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Cody McKenzie,Leonard Garcia,120,-160,187,-210,187,-210,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-27T23:30:48+00:00,2013-04-27T23:30:48+00:00,36,36,0,0,6719,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Sara McMann,Sheila Gaff,-600,400,-572,453,-572,453,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-28T00:35:06+00:00,2013-04-28T00:35:06+00:00,16,16,0,0,6790,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Kurt Holobaugh,Steven Siler,-140,100,103,-117,103,-117,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-27T22:40:06+00:00,2013-04-27T22:40:06+00:00,27,27,0,0,6793,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Gian Villante,Ovince St. Preux,135,-175,135,-150,135,-150,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-27T23:55:07+00:00,2013-04-27T23:55:07+00:00,27,27,0,0,6794,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
UFC 159: Jones vs. Sonnen,2013-04-27,Rustam Khabilov,Yancy Medeiros,-310,230,-192,173,-192,173,2013-04-22T01:05:06+00:00,2013-04-22T01:05:06+00:00,2013-04-28T00:50:06+00:00,2013-04-28T00:50:06+00:00,33,33,0,0,6795,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
